review_id,employee_id,review_year,performance_rating,bonus_band,goal_status
702741,11371,2024,3.8,Medium,Met
702742,11371,2025,3.6,Medium,Exceeded
702743,11372,2024,3.6,Low,Partially Met
702744,11372,2025,4.2,Medium,Partially Met
702745,11373,2024,5.0,Medium,Met
702746,11373,2025,3.4,Medium,Partially Met
702747,11374,2024,3.5,Low,Partially Met
702748,11374,2025,2.5,Medium,Met
702749,11375,2024,4.3,Medium,Met
702750,11375,2025,3.6,Medium,Exceeded
702751,11376,2024,3.7,Medium,Partially Met
702752,11376,2025,3.3,Medium,Met
702753,11377,2024,3.4,High,Met
702754,11377,2025,3.3,Low,Met
702755,11378,2024,4.2,Medium,Met
702756,11378,2025,3.9,Medium,Exceeded
702757,11379,2024,4.6,Medium,Met
702758,11379,2025,3.9,Medium,Met
702759,11380,2024,4.1,Medium,Exceeded
702760,11380,2025,3.3,High,Met
702761,11381,2024,3.4,Medium,Met
702762,11381,2025,2.1,High,Met
702763,11382,2024,2.5,Medium,Met
702764,11382,2025,3.2,Medium,Met
702765,11383,2024,3.9,Medium,Met
702766,11383,2025,4.3,Medium,Met
702767,11384,2024,2.4,Low,Met
702768,11384,2025,3.2,High,Met
702769,11385,2024,4.6,Low,Met
702770,11385,2025,1.8,Medium,Exceeded
702771,11386,2024,3.6,Medium,Exceeded
702772,11386,2025,3.0,High,Met
702773,11387,2024,3.3,Medium,Met
702774,11387,2025,3.5,High,Partially Met
702775,11388,2024,3.4,Medium,Met
702776,11388,2025,3.4,Medium,Partially Met
702777,11389,2024,3.3,Low,Met
702778,11389,2025,4.3,Medium,Met
702779,11390,2024,2.8,Medium,Partially Met
702780,11390,2025,3.6,Medium,Met
702781,11391,2024,3.6,Low,Partially Met
702782,11391,2025,3.1,High,Met
702783,11392,2024,4.0,Medium,Exceeded
702784,11392,2025,2.4,Medium,Met
702785,11393,2024,3.0,Medium,Partially Met
702786,11393,2025,3.8,Low,Met
702787,11394,2024,3.2,Medium,Met
702788,11394,2025,4.1,Medium,Met
702789,11395,2024,3.5,Medium,Partially Met
702790,11395,2025,2.7,Medium,Met
702791,11396,2024,3.5,Medium,Met
702792,11396,2025,3.1,Medium,Met
702793,11397,2024,3.5,High,Met
702794,11397,2025,3.9,High,Met
702795,11398,2024,2.9,High,Met
702796,11398,2025,3.4,Low,Met
702797,11399,2024,4.3,Medium,Met
702798,11399,2025,4.2,High,Met
702799,11400,2024,3.3,Low,Met
702800,11400,2025,4.3,Medium,Partially Met
702801,11401,2024,4.0,Medium,Met
702802,11401,2025,3.9,Medium,Met
702803,11402,2024,3.5,Low,Met
702804,11402,2025,4.3,Medium,Met
702805,11403,2024,3.1,Medium,Partially Met
702806,11403,2025,2.6,Medium,Met
702807,11404,2024,2.7,Medium,Exceeded
702808,11404,2025,1.9,Medium,Met
702809,11405,2024,4.0,Medium,Met
702810,11405,2025,3.3,Medium,Met
702811,11406,2024,2.6,High,Exceeded
702812,11406,2025,3.1,Medium,Exceeded
702813,11407,2024,2.1,Medium,Met
702814,11407,2025,4.3,Medium,Partially Met
702815,11408,2024,4.0,Medium,Exceeded
702816,11408,2025,3.1,Low,Met
702817,11409,2024,3.7,Low,Exceeded
702818,11409,2025,3.9,Low,Met
702819,11410,2024,2.1,Low,Met
702820,11410,2025,4.0,Medium,Exceeded
702821,11411,2024,2.6,Low,Met
702822,11411,2025,3.7,Medium,Exceeded
702823,11412,2024,1.8,Medium,Partially Met
702824,11412,2025,3.0,Medium,Partially Met
702825,11413,2024,4.2,Medium,Exceeded
702826,11413,2025,3.5,Low,Met
702827,11414,2024,3.8,Medium,Exceeded
702828,11414,2025,4.6,Low,Exceeded
702829,11415,2024,2.9,Low,Met
702830,11415,2025,3.0,Medium,Partially Met
702831,11416,2024,3.3,Low,Partially Met
702832,11416,2025,3.6,Medium,Partially Met
702833,11417,2024,4.1,Medium,Met
702834,11417,2025,3.5,Medium,Exceeded
702835,11418,2024,4.0,Medium,Exceeded
702836,11418,2025,3.2,Medium,Exceeded
702837,11419,2024,2.9,Medium,Met
702838,11419,2025,3.1,Low,Met
702839,11420,2024,2.7,Medium,Partially Met
702840,11420,2025,2.6,High,Met
702841,11421,2024,3.7,Medium,Exceeded
702842,11421,2025,1.8,Medium,Met
702843,11422,2024,2.0,High,Met
702844,11422,2025,2.6,High,Partially Met
702845,11423,2024,3.0,Medium,Exceeded
702846,11423,2025,3.7,Medium,Met
702847,11424,2024,3.1,Medium,Partially Met
702848,11424,2025,4.1,Low,Exceeded
702849,11425,2024,3.2,Low,Met
702850,11425,2025,3.7,Low,Met
702851,11426,2024,2.7,Medium,Exceeded
702852,11426,2025,3.7,Low,Met
702853,11427,2024,2.6,High,Met
702854,11427,2025,4.2,High,Met
702855,11428,2024,3.9,Low,Exceeded
702856,11428,2025,2.9,High,Partially Met
702857,11429,2024,3.3,Medium,Partially Met
702858,11429,2025,3.1,Medium,Met
702859,11430,2024,3.4,Medium,Met
702860,11430,2025,3.9,Medium,Met
702861,11431,2024,4.0,Medium,Met
702862,11431,2025,4.8,Medium,Met
702863,11432,2024,2.8,High,Exceeded
702864,11432,2025,3.2,Medium,Met
702865,11433,2024,2.7,Low,Exceeded
702866,11433,2025,3.7,Low,Met
702867,11434,2024,2.6,High,Met
702868,11434,2025,3.5,Medium,Met
702869,11435,2024,2.6,High,Met
702870,11435,2025,1.8,Medium,Partially Met
702871,11436,2024,2.7,Low,Met
702872,11436,2025,4.5,High,Exceeded
702873,11437,2024,3.7,Medium,Exceeded
702874,11437,2025,3.1,High,Met
702875,11438,2024,2.2,Medium,Partially Met
702876,11438,2025,3.7,High,Met
702877,11439,2024,4.0,Medium,Partially Met
702878,11439,2025,3.1,Medium,Met
702879,11440,2024,3.3,High,Met
702880,11440,2025,3.8,Medium,Met
702881,11441,2024,4.0,Medium,Met
702882,11441,2025,2.7,High,Exceeded
702883,11442,2024,3.5,Medium,Met
702884,11442,2025,3.5,High,Met
702885,11443,2024,2.1,Medium,Exceeded
702886,11443,2025,3.7,Medium,Exceeded
702887,11444,2024,2.0,Medium,Partially Met
702888,11444,2025,2.3,Low,Met
702889,11445,2024,2.7,Medium,Partially Met
702890,11445,2025,3.0,High,Exceeded
702891,11446,2024,3.7,Medium,Partially Met
702892,11446,2025,2.8,High,Partially Met
702893,11447,2024,3.1,High,Met
702894,11447,2025,3.2,Medium,Met
702895,11448,2024,4.0,High,Met
702896,11448,2025,3.2,Medium,Exceeded
702897,11449,2024,3.1,Low,Exceeded
702898,11449,2025,3.2,Medium,Met
702899,11450,2024,3.7,Medium,Met
702900,11450,2025,4.6,Medium,Met
702901,11451,2024,2.6,Medium,Exceeded
702902,11451,2025,3.1,Medium,Exceeded
702903,11452,2024,3.3,Medium,Exceeded
702904,11452,2025,3.2,High,Met
702905,11453,2024,4.2,High,Exceeded
702906,11453,2025,4.2,Medium,Partially Met
702907,11454,2024,3.0,High,Met
702908,11454,2025,3.9,Medium,Exceeded
702909,11455,2024,4.6,Medium,Exceeded
702910,11455,2025,3.4,Low,Met
702911,11456,2024,3.5,High,Met
702912,11456,2025,3.0,Medium,Met
702913,11457,2024,1.8,Low,Met
702914,11457,2025,2.9,Low,Met
702915,11458,2024,3.1,Medium,Met
702916,11458,2025,4.5,Medium,Exceeded
702917,11459,2024,2.0,Medium,Met
702918,11459,2025,3.8,Medium,Met
702919,11460,2024,2.8,Medium,Met
702920,11460,2025,3.5,Low,Met
702921,11461,2024,4.3,High,Met
702922,11461,2025,2.4,Medium,Met
702923,11462,2024,4.6,High,Met
702924,11462,2025,2.2,Medium,Met
702925,11463,2024,3.5,Low,Met
702926,11463,2025,3.9,Medium,Met
702927,11464,2024,3.0,Medium,Met
702928,11464,2025,2.9,High,Exceeded
702929,11465,2024,3.2,High,Met
702930,11465,2025,3.3,High,Partially Met
702931,11466,2024,2.7,Medium,Met
702932,11466,2025,2.8,High,Met
702933,11467,2024,3.9,Low,Met
702934,11467,2025,2.4,Medium,Exceeded
702935,11468,2024,3.8,Medium,Met
702936,11468,2025,4.0,Low,Exceeded
702937,11469,2024,2.2,Medium,Exceeded
702938,11469,2025,4.1,Medium,Met
702939,11470,2024,3.8,Medium,Exceeded
702940,11470,2025,3.1,Medium,Met
702941,11471,2024,3.2,High,Met
702942,11471,2025,3.5,Medium,Met
702943,11472,2024,3.5,Medium,Exceeded
702944,11472,2025,3.3,Medium,Partially Met
702945,11473,2024,4.2,Medium,Exceeded
702946,11473,2025,3.2,High,Exceeded
702947,11474,2024,4.0,High,Met
702948,11474,2025,3.7,Medium,Met
702949,11475,2024,3.9,Low,Met
702950,11475,2025,3.6,Medium,Met
702951,11476,2024,3.1,High,Met
702952,11476,2025,3.0,Medium,Partially Met
702953,11477,2024,2.9,Medium,Met
702954,11477,2025,2.7,Medium,Met
702955,11478,2024,3.3,High,Met
702956,11478,2025,4.7,High,Exceeded
702957,11479,2024,3.6,Medium,Met
702958,11479,2025,2.9,Medium,Exceeded
702959,11480,2024,3.4,High,Met
702960,11480,2025,3.0,Medium,Exceeded
702961,11481,2024,2.4,Medium,Exceeded
702962,11481,2025,1.6,Medium,Exceeded
702963,11482,2024,3.7,Medium,Met
702964,11482,2025,2.9,Medium,Met
702965,11483,2024,3.7,Low,Exceeded
702966,11483,2025,4.0,Medium,Met
702967,11484,2024,3.2,High,Partially Met
702968,11484,2025,2.3,High,Exceeded
702969,11485,2024,3.6,Medium,Met
702970,11485,2025,3.8,High,Exceeded
702971,11486,2024,4.0,High,Met
702972,11486,2025,4.4,Medium,Met
702973,11487,2024,3.3,Low,Met
702974,11487,2025,2.6,High,Exceeded
702975,11488,2024,2.9,Medium,Met
702976,11488,2025,3.1,High,Partially Met
702977,11489,2024,4.3,Medium,Partially Met
702978,11489,2025,3.6,Medium,Met
702979,11490,2024,3.2,Medium,Met
702980,11490,2025,4.6,High,Partially Met
702981,11491,2024,2.6,Medium,Met
702982,11491,2025,4.0,High,Met
702983,11492,2024,3.5,Medium,Met
702984,11492,2025,4.2,Medium,Met
702985,11493,2024,3.9,High,Met
702986,11493,2025,3.3,Medium,Met
702987,11494,2024,3.2,High,Met
702988,11494,2025,3.6,Medium,Partially Met
702989,11495,2024,2.5,Medium,Exceeded
702990,11495,2025,2.6,Low,Met
702991,11496,2024,3.6,High,Met
702992,11496,2025,2.6,High,Partially Met
702993,11497,2024,4.0,Medium,Met
702994,11497,2025,3.2,High,Met
702995,11498,2024,4.1,High,Partially Met
702996,11498,2025,3.8,Low,Partially Met
702997,11499,2024,3.8,Low,Partially Met
702998,11499,2025,3.6,Low,Partially Met
702999,11500,2024,3.4,Medium,Met
703000,11500,2025,4.4,Medium,Partially Met
703001,11501,2024,2.9,Medium,Met
703002,11501,2025,3.7,Medium,Met
703003,11502,2024,3.5,High,Met
703004,11502,2025,4.0,Medium,Met
703005,11503,2024,3.5,Medium,Met
703006,11503,2025,4.6,Medium,Partially Met
703007,11504,2024,4.1,Low,Exceeded
703008,11504,2025,3.1,Medium,Met
703009,11505,2024,3.9,High,Met
703010,11505,2025,3.8,Medium,Met
703011,11506,2024,3.0,Medium,Exceeded
703012,11506,2025,4.1,Medium,Met
703013,11507,2024,4.3,High,Met
703014,11507,2025,2.8,High,Exceeded
703015,11508,2024,3.4,Medium,Partially Met
703016,11508,2025,3.6,Low,Met
703017,11509,2024,2.7,High,Met
703018,11509,2025,2.2,Medium,Partially Met
703019,11510,2024,3.7,Low,Met
703020,11510,2025,4.0,Medium,Met
703021,11511,2024,2.8,Low,Met
703022,11511,2025,3.8,Low,Met
703023,11512,2024,3.9,Medium,Exceeded
703024,11512,2025,3.3,Medium,Met
703025,11513,2024,2.8,Low,Met
703026,11513,2025,3.7,Medium,Exceeded
703027,11514,2024,2.6,High,Partially Met
703028,11514,2025,3.1,Medium,Met
703029,11515,2024,3.6,Low,Partially Met
703030,11515,2025,4.6,Medium,Met
703031,11516,2024,3.5,Medium,Met
703032,11516,2025,1.0,Medium,Met
703033,11517,2024,3.7,High,Met
703034,11517,2025,2.8,Low,Met
703035,11518,2024,3.1,High,Met
703036,11518,2025,3.6,Medium,Partially Met
703037,11519,2024,3.3,Medium,Met
703038,11519,2025,3.6,Low,Met
703039,11520,2024,3.4,High,Exceeded
703040,11520,2025,3.7,Low,Met
703041,11521,2024,2.8,Medium,Partially Met
703042,11521,2025,3.9,High,Met
703043,11522,2024,2.6,Medium,Partially Met
703044,11522,2025,2.7,Medium,Met
703045,11523,2024,2.6,High,Exceeded
703046,11523,2025,4.2,Medium,Met
703047,11524,2024,4.5,Medium,Exceeded
703048,11524,2025,3.8,Low,Met
703049,11525,2024,3.7,Medium,Met
703050,11525,2025,4.3,Medium,Met
703051,11526,2024,4.5,Medium,Exceeded
703052,11526,2025,2.8,Low,Met
703053,11527,2024,3.1,High,Met
703054,11527,2025,2.6,Medium,Exceeded
703055,11528,2024,4.3,Medium,Partially Met
703056,11528,2025,2.1,Low,Met
703057,11529,2024,3.7,Medium,Met
703058,11529,2025,3.6,Medium,Exceeded
703059,11530,2024,2.7,High,Partially Met
703060,11530,2025,3.9,Medium,Exceeded
703061,11531,2024,3.2,Low,Met
703062,11531,2025,4.5,Medium,Met
703063,11532,2024,4.6,Medium,Met
703064,11532,2025,2.4,Medium,Met
703065,11533,2024,3.2,Low,Partially Met
703066,11533,2025,2.7,High,Met
703067,11534,2024,3.3,High,Met
703068,11534,2025,3.2,Medium,Exceeded
703069,11535,2024,4.4,Medium,Met
703070,11535,2025,4.3,Medium,Met
703071,11536,2024,3.7,Medium,Exceeded
703072,11536,2025,3.4,Medium,Met
703073,11537,2024,3.7,High,Met
703074,11537,2025,2.9,Medium,Met
703075,11538,2024,3.7,Medium,Exceeded
703076,11538,2025,4.3,High,Met
703077,11539,2024,3.1,High,Exceeded
703078,11539,2025,4.2,Medium,Met
703079,11540,2024,3.3,Medium,Exceeded
703080,11540,2025,2.8,Medium,Exceeded
703081,11541,2024,3.4,High,Met
703082,11541,2025,4.1,Medium,Met
703083,11542,2024,4.0,Medium,Met
703084,11542,2025,2.9,Low,Partially Met
703085,11543,2024,3.2,Medium,Met
703086,11543,2025,3.8,Low,Met
703087,11544,2024,3.3,Low,Met
703088,11544,2025,2.8,Low,Met
703089,11545,2024,3.8,Medium,Exceeded
703090,11545,2025,4.5,Low,Met
703091,11546,2024,3.8,Low,Met
703092,11546,2025,4.2,Medium,Exceeded
703093,11547,2024,3.8,Medium,Met
703094,11547,2025,3.7,Medium,Exceeded
703095,11548,2024,3.6,Medium,Met
703096,11548,2025,3.6,Medium,Exceeded
703097,11549,2024,3.5,High,Met
703098,11549,2025,3.3,Low,Partially Met
703099,11550,2024,2.7,High,Met
703100,11550,2025,2.3,Low,Met
703101,11551,2024,4.2,High,Exceeded
703102,11551,2025,4.8,Medium,Met
703103,11552,2024,2.4,High,Met
703104,11552,2025,3.5,Medium,Exceeded
703105,11553,2024,3.0,Medium,Met
703106,11553,2025,3.9,High,Met
703107,11554,2024,2.8,High,Partially Met
703108,11554,2025,3.8,Medium,Met
703109,11555,2024,3.6,Medium,Partially Met
703110,11555,2025,3.6,Medium,Met
703111,11556,2024,3.1,Medium,Met
703112,11556,2025,5.0,Medium,Partially Met
703113,11557,2024,2.6,Low,Met
703114,11557,2025,2.2,Low,Met
703115,11558,2024,3.9,Medium,Met
703116,11558,2025,4.0,Medium,Met
703117,11559,2024,3.7,Medium,Exceeded
703118,11559,2025,3.6,Low,Met
703119,11560,2024,2.4,Medium,Exceeded
703120,11560,2025,3.4,Medium,Met
703121,11561,2024,2.6,Medium,Exceeded
703122,11561,2025,2.5,Low,Partially Met
703123,11562,2024,2.5,Medium,Met
703124,11562,2025,4.0,Medium,Met
703125,11563,2024,2.5,Low,Met
703126,11563,2025,2.8,Medium,Met
703127,11564,2024,3.6,Medium,Partially Met
703128,11564,2025,3.4,High,Met
703129,11565,2024,3.1,Low,Met
703130,11565,2025,2.3,Medium,Exceeded
703131,11566,2024,3.7,High,Met
703132,11566,2025,4.0,Medium,Met
703133,11567,2024,2.2,High,Exceeded
703134,11567,2025,3.0,Low,Exceeded
703135,11568,2024,3.6,High,Met
703136,11568,2025,3.8,Medium,Met
703137,11569,2024,4.2,Medium,Met
703138,11569,2025,2.8,Low,Met
703139,11570,2024,4.3,Medium,Met
703140,11570,2025,4.5,Medium,Exceeded
703141,11571,2024,4.0,Medium,Exceeded
703142,11571,2025,3.6,High,Met
703143,11572,2024,2.9,Medium,Met
703144,11572,2025,3.5,Medium,Partially Met
703145,11573,2024,3.2,High,Exceeded
703146,11573,2025,3.4,Medium,Met
703147,11574,2024,3.6,High,Met
703148,11574,2025,3.8,Medium,Met
703149,11575,2024,2.6,Low,Met
703150,11575,2025,3.9,High,Met
703151,11576,2024,3.0,Medium,Met
703152,11576,2025,3.7,Low,Met
703153,11577,2024,3.2,Medium,Exceeded
703154,11577,2025,2.7,Medium,Met
703155,11578,2024,3.4,Medium,Exceeded
703156,11578,2025,3.0,Medium,Met
703157,11579,2024,3.9,Medium,Met
703158,11579,2025,3.0,High,Partially Met
703159,11580,2024,3.2,Medium,Met
703160,11580,2025,3.3,Medium,Met
703161,11581,2024,3.7,High,Exceeded
703162,11581,2025,3.5,Medium,Met
703163,11582,2024,3.9,Medium,Met
703164,11582,2025,3.4,High,Exceeded
703165,11583,2024,3.6,Medium,Met
703166,11583,2025,3.7,Medium,Met
703167,11584,2024,3.1,Medium,Partially Met
703168,11584,2025,3.0,Medium,Exceeded
703169,11585,2024,2.6,Medium,Exceeded
703170,11585,2025,3.2,Medium,Exceeded
703171,11586,2024,3.2,Medium,Met
703172,11586,2025,3.4,Medium,Partially Met
703173,11587,2024,1.5,Low,Met
703174,11587,2025,2.7,Medium,Met
703175,11588,2024,2.9,Medium,Met
703176,11588,2025,3.2,High,Met
703177,11589,2024,3.3,Medium,Met
703178,11589,2025,2.7,Low,Met
703179,11590,2024,4.0,Medium,Met
703180,11590,2025,3.9,Medium,Met
703181,11591,2024,3.3,Low,Met
703182,11591,2025,2.6,High,Met
703183,11592,2024,2.9,High,Met
703184,11592,2025,3.7,High,Met
703185,11593,2024,5.0,Low,Partially Met
703186,11593,2025,2.9,Medium,Exceeded
703187,11594,2024,3.7,Low,Met
703188,11594,2025,2.8,Medium,Met
703189,11595,2024,3.4,Medium,Exceeded
703190,11595,2025,2.7,Medium,Met
703191,11596,2024,2.9,Medium,Partially Met
703192,11596,2025,4.1,Medium,Partially Met
703193,11597,2024,3.1,High,Met
703194,11597,2025,3.6,Medium,Exceeded
703195,11598,2024,3.2,Low,Partially Met
703196,11598,2025,2.5,Low,Met
703197,11599,2024,4.2,Medium,Exceeded
703198,11599,2025,2.8,Low,Exceeded
703199,11600,2024,3.0,Medium,Met
703200,11600,2025,3.5,Medium,Met
703201,11601,2024,3.5,High,Met
703202,11601,2025,3.8,Medium,Met
703203,11602,2024,3.2,Low,Met
703204,11602,2025,3.3,High,Met
703205,11603,2024,2.6,Medium,Met
703206,11603,2025,3.5,Medium,Met
703207,11604,2024,2.7,Medium,Met
703208,11604,2025,4.0,Medium,Exceeded
703209,11605,2024,3.6,High,Partially Met
703210,11605,2025,3.5,High,Met
703211,11606,2024,3.4,Medium,Met
703212,11606,2025,4.3,Medium,Exceeded
703213,11607,2024,2.7,Medium,Partially Met
703214,11607,2025,4.1,Low,Met
703215,11608,2024,4.0,Medium,Met
703216,11608,2025,3.2,Medium,Met
703217,11609,2024,3.6,Medium,Met
703218,11609,2025,3.3,Medium,Met
703219,11610,2024,2.5,Medium,Exceeded
703220,11610,2025,4.1,High,Met
703221,11611,2024,3.9,Medium,Partially Met
703222,11611,2025,3.1,Medium,Met
703223,11612,2024,3.6,Low,Met
703224,11612,2025,2.7,Low,Met
703225,11613,2024,4.3,Medium,Met
703226,11613,2025,3.3,Medium,Met
703227,11614,2024,3.3,High,Met
703228,11614,2025,3.4,Low,Partially Met
703229,11615,2024,3.5,Medium,Met
703230,11615,2025,3.6,Medium,Met
703231,11616,2024,3.2,Low,Met
703232,11616,2025,3.3,Medium,Exceeded
703233,11617,2024,2.3,Low,Exceeded
703234,11617,2025,3.7,High,Partially Met
703235,11618,2024,3.5,High,Exceeded
703236,11618,2025,4.1,Medium,Met
703237,11619,2024,3.4,High,Met
703238,11619,2025,3.3,Low,Met
703239,11620,2024,3.5,Medium,Met
703240,11620,2025,3.4,High,Met
703241,11621,2024,3.4,Medium,Met
703242,11621,2025,3.9,Medium,Met
703243,11622,2024,3.2,Low,Met
703244,11622,2025,3.7,Medium,Met
703245,11623,2024,3.1,Low,Exceeded
703246,11623,2025,3.8,High,Met
703247,11624,2024,3.6,Medium,Partially Met
703248,11624,2025,2.5,High,Met
703249,11625,2024,2.8,Medium,Met
703250,11625,2025,4.4,Medium,Met
703251,11626,2024,3.0,Medium,Partially Met
703252,11626,2025,3.7,Low,Met
703253,11627,2024,3.1,High,Met
703254,11627,2025,4.2,Medium,Exceeded
703255,11628,2024,4.0,Medium,Met
703256,11628,2025,3.7,Medium,Partially Met
703257,11629,2024,3.8,Medium,Met
703258,11629,2025,4.2,High,Met
703259,11630,2024,1.9,Medium,Met
703260,11630,2025,3.5,Medium,Exceeded
703261,11631,2024,2.7,Low,Met
703262,11631,2025,4.1,High,Met
703263,11632,2024,2.8,Medium,Met
703264,11632,2025,4.7,Medium,Exceeded
703265,11633,2024,2.1,Low,Partially Met
703266,11633,2025,4.2,Medium,Met
703267,11634,2024,3.8,Medium,Partially Met
703268,11634,2025,3.4,Medium,Met
703269,11635,2024,2.8,High,Met
703270,11635,2025,2.6,Low,Met
703271,11636,2024,3.7,High,Met
703272,11636,2025,3.1,Medium,Met
703273,11637,2024,3.6,Medium,Exceeded
703274,11637,2025,3.3,Medium,Met
703275,11638,2024,3.5,Low,Met
703276,11638,2025,3.3,Low,Exceeded
703277,11639,2024,3.2,Medium,Met
703278,11639,2025,3.8,High,Met
703279,11640,2024,2.4,Medium,Exceeded
703280,11640,2025,3.9,Medium,Met
703281,11641,2024,4.1,Medium,Met
703282,11641,2025,3.4,Medium,Met
703283,11642,2024,3.7,Medium,Exceeded
703284,11642,2025,2.0,Medium,Met
703285,11643,2024,2.0,High,Exceeded
703286,11643,2025,3.5,Medium,Met
703287,11644,2024,3.0,High,Met
703288,11644,2025,4.2,High,Partially Met
703289,11645,2024,3.1,Medium,Partially Met
703290,11645,2025,4.0,Medium,Met
703291,11646,2024,3.7,High,Partially Met
703292,11646,2025,3.1,Medium,Partially Met
703293,11647,2024,3.7,High,Met
703294,11647,2025,3.1,Medium,Partially Met
703295,11648,2024,3.2,Medium,Met
703296,11648,2025,2.9,Low,Met
703297,11649,2024,4.4,Medium,Met
703298,11649,2025,4.3,Low,Met
703299,11650,2024,2.2,Medium,Partially Met
703300,11650,2025,3.4,Low,Met
703301,11651,2024,2.3,Medium,Met
703302,11651,2025,3.8,Medium,Met
703303,11652,2024,3.1,High,Exceeded
703304,11652,2025,3.5,Medium,Met
703305,11653,2024,3.4,Medium,Met
703306,11653,2025,4.3,Medium,Met
703307,11654,2024,3.7,Medium,Met
703308,11654,2025,3.1,Medium,Met
703309,11655,2024,3.6,Medium,Met
703310,11655,2025,4.3,Medium,Met
703311,11656,2024,3.1,Medium,Partially Met
703312,11656,2025,3.7,High,Met
703313,11657,2024,4.2,High,Met
703314,11657,2025,3.4,Low,Exceeded
703315,11658,2024,3.3,High,Met
703316,11658,2025,4.1,Low,Met
703317,11659,2024,3.2,High,Met
703318,11659,2025,1.6,High,Exceeded
703319,11660,2024,5.0,Low,Met
703320,11660,2025,3.0,Medium,Exceeded
703321,11661,2024,3.1,High,Met
703322,11661,2025,2.9,High,Met
703323,11662,2024,4.5,Medium,Met
703324,11662,2025,3.9,Medium,Met
703325,11663,2024,4.0,Low,Partially Met
703326,11663,2025,4.0,Medium,Partially Met
703327,11664,2024,3.2,Medium,Partially Met
703328,11664,2025,5.0,Medium,Met
703329,11665,2024,3.8,Low,Met
703330,11665,2025,3.2,Medium,Met
703331,11666,2024,3.2,Low,Partially Met
703332,11666,2025,2.7,Medium,Partially Met
703333,11667,2024,2.9,Low,Met
703334,11667,2025,3.3,Medium,Met
703335,11668,2024,3.3,Medium,Met
703336,11668,2025,3.1,Medium,Met
703337,11669,2024,4.1,Low,Partially Met
703338,11669,2025,2.8,Medium,Exceeded
703339,11670,2024,4.0,High,Met
703340,11670,2025,3.9,High,Exceeded
703341,11671,2024,2.9,Medium,Exceeded
703342,11671,2025,3.2,Medium,Exceeded
703343,11672,2024,2.5,Low,Met
703344,11672,2025,3.8,Medium,Met
703345,11673,2024,3.8,Medium,Met
703346,11673,2025,3.6,Medium,Met
703347,11674,2024,3.7,High,Met
703348,11674,2025,2.3,High,Met
703349,11675,2024,4.4,Medium,Met
703350,11675,2025,3.4,Low,Partially Met
703351,11676,2024,2.8,Medium,Partially Met
703352,11676,2025,2.8,High,Met
703353,11677,2024,2.4,Medium,Exceeded
703354,11677,2025,5.0,Low,Exceeded
703355,11678,2024,3.8,Medium,Met
703356,11678,2025,3.3,High,Met
703357,11679,2024,2.0,Low,Met
703358,11679,2025,3.1,High,Met
703359,11680,2024,3.3,Medium,Met
703360,11680,2025,3.3,Low,Met
703361,11681,2024,4.6,High,Met
703362,11681,2025,3.5,Medium,Partially Met
703363,11682,2024,4.6,Medium,Met
703364,11682,2025,4.0,Medium,Partially Met
703365,11683,2024,3.2,Medium,Met
703366,11683,2025,3.3,Low,Met
703367,11684,2024,3.2,High,Met
703368,11684,2025,3.1,High,Met
703369,11685,2024,3.5,Low,Met
703370,11685,2025,4.3,Medium,Met
703371,11686,2024,4.3,High,Met
703372,11686,2025,3.8,Medium,Met
703373,11687,2024,3.7,Medium,Exceeded
703374,11687,2025,3.2,Medium,Met
703375,11688,2024,2.7,Low,Met
703376,11688,2025,3.1,High,Met
703377,11689,2024,3.6,Medium,Met
703378,11689,2025,4.6,Medium,Exceeded
703379,11690,2024,3.6,High,Exceeded
703380,11690,2025,2.4,Low,Met
703381,11691,2024,3.4,Low,Met
703382,11691,2025,3.3,Medium,Met
703383,11692,2024,2.5,Low,Met
703384,11692,2025,3.6,Medium,Met
703385,11693,2024,3.0,Medium,Met
703386,11693,2025,3.1,Medium,Partially Met
703387,11694,2024,4.8,Low,Met
703388,11694,2025,5.0,Medium,Exceeded
703389,11695,2024,3.2,Low,Met
703390,11695,2025,2.9,Medium,Met
703391,11696,2024,4.5,Medium,Met
703392,11696,2025,4.0,Medium,Met
703393,11697,2024,3.4,Medium,Exceeded
703394,11697,2025,4.8,High,Met
703395,11698,2024,1.8,Medium,Exceeded
703396,11698,2025,3.7,Medium,Met
703397,11699,2024,2.7,Low,Met
703398,11699,2025,4.6,Medium,Met
703399,11700,2024,4.4,Medium,Met
703400,11700,2025,4.3,Low,Partially Met
703401,11701,2024,2.4,Low,Met
703402,11701,2025,3.9,High,Met
703403,11702,2024,3.3,Medium,Partially Met
703404,11702,2025,3.0,Medium,Met
703405,11703,2024,3.8,Medium,Met
703406,11703,2025,2.8,Medium,Met
703407,11704,2024,3.0,High,Met
703408,11704,2025,2.8,Medium,Exceeded
703409,11705,2024,3.4,Medium,Met
703410,11705,2025,4.5,High,Exceeded
703411,11706,2024,3.1,Low,Exceeded
703412,11706,2025,2.3,Medium,Met
703413,11707,2024,2.4,Medium,Partially Met
703414,11707,2025,3.7,Medium,Met
703415,11708,2024,4.1,Medium,Met
703416,11708,2025,3.2,Medium,Partially Met
703417,11709,2024,3.6,High,Met
703418,11709,2025,2.5,Medium,Exceeded
703419,11710,2024,4.5,Medium,Partially Met
703420,11710,2025,2.7,High,Exceeded
703421,11711,2024,1.8,Medium,Met
703422,11711,2025,3.3,Medium,Met
703423,11712,2024,3.5,Medium,Partially Met
