attendance_id,employee_id,attendance_date,attendance_status,working_hours
917896,11492,2025-04-01,Present,8
917897,11492,2025-05-01,Present,8
917898,11492,2025-06-01,Present,8
917899,11492,2025-07-01,Absent,0
917900,11492,2025-08-01,Present,8
917901,11492,2025-09-01,Present,8
917902,11492,2025-10-01,Present,8
917903,11492,2025-11-01,Leave,0
917904,11492,2025-12-01,Present,8
917905,11493,2025-01-01,Present,8
917906,11493,2025-02-01,Leave,0
917907,11493,2025-03-01,Present,8
917908,11493,2025-04-01,Present,8
917909,11493,2025-05-01,Present,8
917910,11493,2025-06-01,Absent,0
917911,11493,2025-07-01,Present,8
917912,11493,2025-08-01,Absent,0
917913,11493,2025-09-01,Present,8
917914,11493,2025-10-01,Present,8
917915,11493,2025-11-01,Present,8
917916,11493,2025-12-01,Present,8
917917,11494,2025-01-01,Absent,0
917918,11494,2025-02-01,Absent,0
917919,11494,2025-03-01,Present,8
917920,11494,2025-04-01,Present,8
917921,11494,2025-05-01,Present,8
917922,11494,2025-06-01,Present,8
917923,11494,2025-07-01,Present,8
917924,11494,2025-08-01,Work From Home,8
917925,11494,2025-09-01,Present,8
917926,11494,2025-10-01,Present,8
917927,11494,2025-11-01,Work From Home,8
917928,11494,2025-12-01,Work From Home,8
917929,11495,2025-01-01,Present,8
917930,11495,2025-02-01,Present,8
917931,11495,2025-03-01,Present,8
917932,11495,2025-04-01,Present,8
917933,11495,2025-05-01,Leave,0
917934,11495,2025-06-01,Leave,0
917935,11495,2025-07-01,Work From Home,8
917936,11495,2025-08-01,Present,8
917937,11495,2025-09-01,Present,8
917938,11495,2025-10-01,Work From Home,8
917939,11495,2025-11-01,Present,8
917940,11495,2025-12-01,Leave,0
917941,11496,2025-01-01,Work From Home,8
917942,11496,2025-02-01,Absent,0
917943,11496,2025-03-01,Present,8
917944,11496,2025-04-01,Leave,0
917945,11496,2025-05-01,Absent,0
917946,11496,2025-06-01,Leave,0
917947,11496,2025-07-01,Present,8
917948,11496,2025-08-01,Leave,0
917949,11496,2025-09-01,Work From Home,8
917950,11496,2025-10-01,Present,8
917951,11496,2025-11-01,Present,8
917952,11496,2025-12-01,Present,8
917953,11497,2025-01-01,Present,8
917954,11497,2025-02-01,Present,8
917955,11497,2025-03-01,Present,8
917956,11497,2025-04-01,Present,8
917957,11497,2025-05-01,Leave,0
917958,11497,2025-06-01,Present,8
917959,11497,2025-07-01,Work From Home,8
917960,11497,2025-08-01,Work From Home,8
917961,11497,2025-09-01,Present,8
917962,11497,2025-10-01,Work From Home,8
917963,11497,2025-11-01,Present,8
917964,11497,2025-12-01,Present,8
917965,11498,2025-01-01,Present,8
917966,11498,2025-02-01,Present,8
917967,11498,2025-03-01,Leave,0
917968,11498,2025-04-01,Present,8
917969,11498,2025-05-01,Present,8
917970,11498,2025-06-01,Work From Home,8
917971,11498,2025-07-01,Present,8
917972,11498,2025-08-01,Work From Home,8
917973,11498,2025-09-01,Present,8
917974,11498,2025-10-01,Present,8
917975,11498,2025-11-01,Leave,0
917976,11498,2025-12-01,Present,8
917977,11499,2025-01-01,Leave,0
917978,11499,2025-02-01,Present,8
917979,11499,2025-03-01,Present,8
917980,11499,2025-04-01,Work From Home,8
917981,11499,2025-05-01,Present,8
917982,11499,2025-06-01,Work From Home,8
917983,11499,2025-07-01,Present,8
917984,11499,2025-08-01,Absent,0
917985,11499,2025-09-01,Present,8
917986,11499,2025-10-01,Leave,0
917987,11499,2025-11-01,Work From Home,8
917988,11499,2025-12-01,Present,8
917989,11500,2025-01-01,Present,8
917990,11500,2025-02-01,Present,8
917991,11500,2025-03-01,Absent,0
917992,11500,2025-04-01,Present,8
917993,11500,2025-05-01,Present,8
917994,11500,2025-06-01,Present,8
917995,11500,2025-07-01,Present,8
917996,11500,2025-08-01,Present,8
917997,11500,2025-09-01,Present,8
917998,11500,2025-10-01,Work From Home,8
917999,11500,2025-11-01,Present,8
918000,11500,2025-12-01,Present,8
918001,11501,2025-01-01,Work From Home,8
918002,11501,2025-02-01,Leave,0
918003,11501,2025-03-01,Work From Home,8
918004,11501,2025-04-01,Present,8
918005,11501,2025-05-01,Present,8
918006,11501,2025-06-01,Present,8
918007,11501,2025-07-01,Present,8
918008,11501,2025-08-01,Present,8
918009,11501,2025-09-01,Present,8
918010,11501,2025-10-01,Present,8
918011,11501,2025-11-01,Leave,0
918012,11501,2025-12-01,Present,8
918013,11502,2025-01-01,Present,8
918014,11502,2025-02-01,Present,8
918015,11502,2025-03-01,Present,8
918016,11502,2025-04-01,Present,8
918017,11502,2025-05-01,Present,8
918018,11502,2025-06-01,Work From Home,8
918019,11502,2025-07-01,Present,8
918020,11502,2025-08-01,Work From Home,8
918021,11502,2025-09-01,Present,8
918022,11502,2025-10-01,Present,8
918023,11502,2025-11-01,Present,8
918024,11502,2025-12-01,Present,8
918025,11503,2025-01-01,Present,8
918026,11503,2025-02-01,Absent,0
918027,11503,2025-03-01,Present,8
918028,11503,2025-04-01,Work From Home,8
918029,11503,2025-05-01,Present,8
918030,11503,2025-06-01,Leave,0
918031,11503,2025-07-01,Leave,0
918032,11503,2025-08-01,Present,8
918033,11503,2025-09-01,Present,8
918034,11503,2025-10-01,Leave,0
918035,11503,2025-11-01,Work From Home,8
918036,11503,2025-12-01,Absent,0
918037,11504,2025-01-01,Absent,0
918038,11504,2025-02-01,Present,8
918039,11504,2025-03-01,Present,8
918040,11504,2025-04-01,Present,8
918041,11504,2025-05-01,Present,8
918042,11504,2025-06-01,Present,8
918043,11504,2025-07-01,Present,8
918044,11504,2025-08-01,Present,8
918045,11504,2025-09-01,Present,8
918046,11504,2025-10-01,Work From Home,8
918047,11504,2025-11-01,Present,8
918048,11504,2025-12-01,Present,8
918049,11505,2025-01-01,Present,8
918050,11505,2025-02-01,Work From Home,8
918051,11505,2025-03-01,Present,8
918052,11505,2025-04-01,Work From Home,8
918053,11505,2025-05-01,Leave,0
918054,11505,2025-06-01,Work From Home,8
918055,11505,2025-07-01,Present,8
918056,11505,2025-08-01,Present,8
918057,11505,2025-09-01,Work From Home,8
918058,11505,2025-10-01,Present,8
918059,11505,2025-11-01,Work From Home,8
918060,11505,2025-12-01,Present,8
918061,11506,2025-01-01,Present,8
918062,11506,2025-02-01,Present,8
918063,11506,2025-03-01,Leave,0
918064,11506,2025-04-01,Present,8
918065,11506,2025-05-01,Present,8
918066,11506,2025-06-01,Present,8
918067,11506,2025-07-01,Present,8
918068,11506,2025-08-01,Present,8
918069,11506,2025-09-01,Leave,0
918070,11506,2025-10-01,Present,8
918071,11506,2025-11-01,Present,8
918072,11506,2025-12-01,Work From Home,8
918073,11507,2025-01-01,Present,8
918074,11507,2025-02-01,Present,8
918075,11507,2025-03-01,Present,8
918076,11507,2025-04-01,Present,8
918077,11507,2025-05-01,Present,8
918078,11507,2025-06-01,Present,8
918079,11507,2025-07-01,Present,8
918080,11507,2025-08-01,Present,8
918081,11507,2025-09-01,Present,8
918082,11507,2025-10-01,Work From Home,8
918083,11507,2025-11-01,Absent,0
918084,11507,2025-12-01,Absent,0
918085,11508,2025-01-01,Absent,0
918086,11508,2025-02-01,Present,8
918087,11508,2025-03-01,Present,8
918088,11508,2025-04-01,Work From Home,8
918089,11508,2025-05-01,Present,8
918090,11508,2025-06-01,Absent,0
918091,11508,2025-07-01,Present,8
918092,11508,2025-08-01,Absent,0
918093,11508,2025-09-01,Present,8
918094,11508,2025-10-01,Present,8
918095,11508,2025-11-01,Work From Home,8
918096,11508,2025-12-01,Present,8
918097,11509,2025-01-01,Present,8
918098,11509,2025-02-01,Present,8
918099,11509,2025-03-01,Present,8
918100,11509,2025-04-01,Absent,0
918101,11509,2025-05-01,Present,8
918102,11509,2025-06-01,Work From Home,8
918103,11509,2025-07-01,Present,8
918104,11509,2025-08-01,Present,8
918105,11509,2025-09-01,Present,8
918106,11509,2025-10-01,Work From Home,8
918107,11509,2025-11-01,Leave,0
918108,11509,2025-12-01,Present,8
918109,11510,2025-01-01,Present,8
918110,11510,2025-02-01,Present,8
918111,11510,2025-03-01,Present,8
918112,11510,2025-04-01,Present,8
918113,11510,2025-05-01,Work From Home,8
918114,11510,2025-06-01,Present,8
918115,11510,2025-07-01,Leave,0
918116,11510,2025-08-01,Present,8
918117,11510,2025-09-01,Present,8
918118,11510,2025-10-01,Leave,0
918119,11510,2025-11-01,Present,8
918120,11510,2025-12-01,Present,8
918121,11511,2025-01-01,Present,8
918122,11511,2025-02-01,Present,8
918123,11511,2025-03-01,Present,8
918124,11511,2025-04-01,Present,8
918125,11511,2025-05-01,Present,8
918126,11511,2025-06-01,Present,8
918127,11511,2025-07-01,Present,8
918128,11511,2025-08-01,Present,8
918129,11511,2025-09-01,Present,8
918130,11511,2025-10-01,Present,8
918131,11511,2025-11-01,Work From Home,8
918132,11511,2025-12-01,Work From Home,8
918133,11512,2025-01-01,Present,8
918134,11512,2025-02-01,Present,8
918135,11512,2025-03-01,Present,8
918136,11512,2025-04-01,Present,8
918137,11512,2025-05-01,Present,8
918138,11512,2025-06-01,Present,8
918139,11512,2025-07-01,Work From Home,8
918140,11512,2025-08-01,Present,8
918141,11512,2025-09-01,Present,8
918142,11512,2025-10-01,Present,8
918143,11512,2025-11-01,Present,8
918144,11512,2025-12-01,Leave,0
918145,11513,2025-01-01,Leave,0
918146,11513,2025-02-01,Present,8
918147,11513,2025-03-01,Present,8
918148,11513,2025-04-01,Present,8
918149,11513,2025-05-01,Present,8
918150,11513,2025-06-01,Present,8
918151,11513,2025-07-01,Present,8
918152,11513,2025-08-01,Present,8
918153,11513,2025-09-01,Leave,0
918154,11513,2025-10-01,Present,8
918155,11513,2025-11-01,Present,8
918156,11513,2025-12-01,Absent,0
918157,11514,2025-01-01,Present,8
918158,11514,2025-02-01,Present,8
918159,11514,2025-03-01,Present,8
918160,11514,2025-04-01,Present,8
918161,11514,2025-05-01,Present,8
918162,11514,2025-06-01,Present,8
918163,11514,2025-07-01,Present,8
918164,11514,2025-08-01,Present,8
918165,11514,2025-09-01,Present,8
918166,11514,2025-10-01,Present,8
918167,11514,2025-11-01,Present,8
918168,11514,2025-12-01,Present,8
918169,11515,2025-01-01,Present,8
918170,11515,2025-02-01,Present,8
918171,11515,2025-03-01,Present,8
918172,11515,2025-04-01,Present,8
918173,11515,2025-05-01,Present,8
918174,11515,2025-06-01,Present,8
918175,11515,2025-07-01,Work From Home,8
918176,11515,2025-08-01,Present,8
918177,11515,2025-09-01,Work From Home,8
918178,11515,2025-10-01,Leave,0
918179,11515,2025-11-01,Present,8
918180,11515,2025-12-01,Present,8
918181,11516,2025-01-01,Present,8
918182,11516,2025-02-01,Present,8
918183,11516,2025-03-01,Present,8
918184,11516,2025-04-01,Present,8
918185,11516,2025-05-01,Present,8
918186,11516,2025-06-01,Present,8
918187,11516,2025-07-01,Present,8
918188,11516,2025-08-01,Work From Home,8
918189,11516,2025-09-01,Present,8
918190,11516,2025-10-01,Absent,0
918191,11516,2025-11-01,Present,8
918192,11516,2025-12-01,Present,8
918193,11517,2025-01-01,Work From Home,8
918194,11517,2025-02-01,Present,8
918195,11517,2025-03-01,Present,8
918196,11517,2025-04-01,Present,8
918197,11517,2025-05-01,Work From Home,8
918198,11517,2025-06-01,Work From Home,8
918199,11517,2025-07-01,Work From Home,8
918200,11517,2025-08-01,Present,8
918201,11517,2025-09-01,Present,8
918202,11517,2025-10-01,Present,8
918203,11517,2025-11-01,Present,8
918204,11517,2025-12-01,Present,8
918205,11518,2025-01-01,Work From Home,8
918206,11518,2025-02-01,Present,8
918207,11518,2025-03-01,Work From Home,8
918208,11518,2025-04-01,Present,8
918209,11518,2025-05-01,Present,8
918210,11518,2025-06-01,Present,8
918211,11518,2025-07-01,Present,8
918212,11518,2025-08-01,Present,8
918213,11518,2025-09-01,Present,8
918214,11518,2025-10-01,Present,8
918215,11518,2025-11-01,Present,8
918216,11518,2025-12-01,Work From Home,8
918217,11519,2025-01-01,Leave,0
918218,11519,2025-02-01,Present,8
918219,11519,2025-03-01,Present,8
918220,11519,2025-04-01,Present,8
918221,11519,2025-05-01,Present,8
918222,11519,2025-06-01,Present,8
918223,11519,2025-07-01,Leave,0
918224,11519,2025-08-01,Present,8
918225,11519,2025-09-01,Present,8
918226,11519,2025-10-01,Present,8
918227,11519,2025-11-01,Work From Home,8
918228,11519,2025-12-01,Work From Home,8
918229,11520,2025-01-01,Present,8
918230,11520,2025-02-01,Work From Home,8
918231,11520,2025-03-01,Present,8
918232,11520,2025-04-01,Present,8
918233,11520,2025-05-01,Present,8
918234,11520,2025-06-01,Present,8
918235,11520,2025-07-01,Work From Home,8
918236,11520,2025-08-01,Leave,0
918237,11520,2025-09-01,Present,8
918238,11520,2025-10-01,Leave,0
918239,11520,2025-11-01,Present,8
918240,11520,2025-12-01,Present,8
918241,11521,2025-01-01,Present,8
918242,11521,2025-02-01,Present,8
918243,11521,2025-03-01,Present,8
918244,11521,2025-04-01,Present,8
918245,11521,2025-05-01,Present,8
918246,11521,2025-06-01,Present,8
918247,11521,2025-07-01,Present,8
918248,11521,2025-08-01,Work From Home,8
918249,11521,2025-09-01,Present,8
918250,11521,2025-10-01,Present,8
918251,11521,2025-11-01,Present,8
918252,11521,2025-12-01,Present,8
918253,11522,2025-01-01,Present,8
918254,11522,2025-02-01,Present,8
918255,11522,2025-03-01,Work From Home,8
918256,11522,2025-04-01,Work From Home,8
918257,11522,2025-05-01,Present,8
918258,11522,2025-06-01,Present,8
918259,11522,2025-07-01,Present,8
918260,11522,2025-08-01,Present,8
918261,11522,2025-09-01,Absent,0
918262,11522,2025-10-01,Present,8
918263,11522,2025-11-01,Present,8
918264,11522,2025-12-01,Work From Home,8
918265,11523,2025-01-01,Present,8
918266,11523,2025-02-01,Work From Home,8
918267,11523,2025-03-01,Present,8
918268,11523,2025-04-01,Leave,0
918269,11523,2025-05-01,Work From Home,8
918270,11523,2025-06-01,Present,8
918271,11523,2025-07-01,Work From Home,8
918272,11523,2025-08-01,Present,8
918273,11523,2025-09-01,Present,8
918274,11523,2025-10-01,Present,8
918275,11523,2025-11-01,Leave,0
918276,11523,2025-12-01,Present,8
918277,11524,2025-01-01,Present,8
918278,11524,2025-02-01,Present,8
918279,11524,2025-03-01,Present,8
918280,11524,2025-04-01,Present,8
918281,11524,2025-05-01,Present,8
918282,11524,2025-06-01,Present,8
918283,11524,2025-07-01,Present,8
918284,11524,2025-08-01,Present,8
918285,11524,2025-09-01,Present,8
918286,11524,2025-10-01,Present,8
918287,11524,2025-11-01,Present,8
918288,11524,2025-12-01,Present,8
918289,11525,2025-01-01,Present,8
918290,11525,2025-02-01,Present,8
918291,11525,2025-03-01,Present,8
918292,11525,2025-04-01,Leave,0
918293,11525,2025-05-01,Present,8
918294,11525,2025-06-01,Present,8
918295,11525,2025-07-01,Present,8
918296,11525,2025-08-01,Present,8
918297,11525,2025-09-01,Present,8
918298,11525,2025-10-01,Present,8
918299,11525,2025-11-01,Present,8
918300,11525,2025-12-01,Present,8
918301,11526,2025-01-01,Present,8
918302,11526,2025-02-01,Present,8
918303,11526,2025-03-01,Present,8
918304,11526,2025-04-01,Present,8
918305,11526,2025-05-01,Present,8
918306,11526,2025-06-01,Present,8
918307,11526,2025-07-01,Present,8
918308,11526,2025-08-01,Present,8
918309,11526,2025-09-01,Present,8
918310,11526,2025-10-01,Leave,0
918311,11526,2025-11-01,Work From Home,8
918312,11526,2025-12-01,Present,8
918313,11527,2025-01-01,Work From Home,8
918314,11527,2025-02-01,Present,8
918315,11527,2025-03-01,Present,8
918316,11527,2025-04-01,Present,8
918317,11527,2025-05-01,Absent,0
918318,11527,2025-06-01,Present,8
918319,11527,2025-07-01,Present,8
918320,11527,2025-08-01,Work From Home,8
918321,11527,2025-09-01,Present,8
918322,11527,2025-10-01,Present,8
918323,11527,2025-11-01,Present,8
918324,11527,2025-12-01,Work From Home,8
918325,11528,2025-01-01,Leave,0
918326,11528,2025-02-01,Present,8
918327,11528,2025-03-01,Present,8
918328,11528,2025-04-01,Work From Home,8
918329,11528,2025-05-01,Work From Home,8
918330,11528,2025-06-01,Work From Home,8
918331,11528,2025-07-01,Present,8
918332,11528,2025-08-01,Leave,0
918333,11528,2025-09-01,Present,8
918334,11528,2025-10-01,Present,8
918335,11528,2025-11-01,Present,8
918336,11528,2025-12-01,Present,8
918337,11529,2025-01-01,Present,8
918338,11529,2025-02-01,Present,8
918339,11529,2025-03-01,Leave,0
918340,11529,2025-04-01,Present,8
918341,11529,2025-05-01,Work From Home,8
918342,11529,2025-06-01,Work From Home,8
918343,11529,2025-07-01,Present,8
918344,11529,2025-08-01,Present,8
918345,11529,2025-09-01,Work From Home,8
918346,11529,2025-10-01,Work From Home,8
918347,11529,2025-11-01,Present,8
918348,11529,2025-12-01,Leave,0
918349,11530,2025-01-01,Present,8
918350,11530,2025-02-01,Present,8
918351,11530,2025-03-01,Present,8
918352,11530,2025-04-01,Present,8
918353,11530,2025-05-01,Present,8
918354,11530,2025-06-01,Present,8
918355,11530,2025-07-01,Present,8
918356,11530,2025-08-01,Work From Home,8
918357,11530,2025-09-01,Leave,0
918358,11530,2025-10-01,Present,8
918359,11530,2025-11-01,Work From Home,8
918360,11530,2025-12-01,Work From Home,8
918361,11531,2025-01-01,Present,8
918362,11531,2025-02-01,Present,8
918363,11531,2025-03-01,Present,8
918364,11531,2025-04-01,Absent,0
918365,11531,2025-05-01,Present,8
918366,11531,2025-06-01,Work From Home,8
918367,11531,2025-07-01,Present,8
918368,11531,2025-08-01,Present,8
918369,11531,2025-09-01,Present,8
918370,11531,2025-10-01,Work From Home,8
918371,11531,2025-11-01,Present,8
918372,11531,2025-12-01,Present,8
918373,11532,2025-01-01,Present,8
918374,11532,2025-02-01,Present,8
918375,11532,2025-03-01,Present,8
918376,11532,2025-04-01,Present,8
918377,11532,2025-05-01,Present,8
918378,11532,2025-06-01,Present,8
918379,11532,2025-07-01,Present,8
918380,11532,2025-08-01,Present,8
918381,11532,2025-09-01,Present,8
918382,11532,2025-10-01,Leave,0
918383,11532,2025-11-01,Present,8
918384,11532,2025-12-01,Present,8
918385,11533,2025-01-01,Present,8
918386,11533,2025-02-01,Present,8
918387,11533,2025-03-01,Work From Home,8
918388,11533,2025-04-01,Present,8
918389,11533,2025-05-01,Present,8
918390,11533,2025-06-01,Present,8
918391,11533,2025-07-01,Work From Home,8
918392,11533,2025-08-01,Present,8
918393,11533,2025-09-01,Present,8
918394,11533,2025-10-01,Present,8
918395,11533,2025-11-01,Work From Home,8
918396,11533,2025-12-01,Present,8
918397,11534,2025-01-01,Present,8
918398,11534,2025-02-01,Present,8
918399,11534,2025-03-01,Present,8
918400,11534,2025-04-01,Present,8
918401,11534,2025-05-01,Present,8
918402,11534,2025-06-01,Work From Home,8
918403,11534,2025-07-01,Present,8
918404,11534,2025-08-01,Leave,0
918405,11534,2025-09-01,Work From Home,8
918406,11534,2025-10-01,Present,8
918407,11534,2025-11-01,Present,8
918408,11534,2025-12-01,Present,8
918409,11535,2025-01-01,Present,8
918410,11535,2025-02-01,Present,8
918411,11535,2025-03-01,Present,8
918412,11535,2025-04-01,Present,8
918413,11535,2025-05-01,Present,8
918414,11535,2025-06-01,Present,8
918415,11535,2025-07-01,Leave,0
918416,11535,2025-08-01,Leave,0
918417,11535,2025-09-01,Present,8
918418,11535,2025-10-01,Present,8
918419,11535,2025-11-01,Present,8
918420,11535,2025-12-01,Work From Home,8
918421,11536,2025-01-01,Present,8
918422,11536,2025-02-01,Present,8
918423,11536,2025-03-01,Present,8
918424,11536,2025-04-01,Present,8
918425,11536,2025-05-01,Present,8
918426,11536,2025-06-01,Present,8
918427,11536,2025-07-01,Present,8
918428,11536,2025-08-01,Present,8
918429,11536,2025-09-01,Work From Home,8
918430,11536,2025-10-01,Present,8
918431,11536,2025-11-01,Present,8
918432,11536,2025-12-01,Present,8
918433,11537,2025-01-01,Work From Home,8
918434,11537,2025-02-01,Work From Home,8
918435,11537,2025-03-01,Present,8
918436,11537,2025-04-01,Present,8
918437,11537,2025-05-01,Present,8
918438,11537,2025-06-01,Present,8
918439,11537,2025-07-01,Present,8
918440,11537,2025-08-01,Present,8
918441,11537,2025-09-01,Absent,0
918442,11537,2025-10-01,Present,8
918443,11537,2025-11-01,Present,8
918444,11537,2025-12-01,Work From Home,8
918445,11538,2025-01-01,Leave,0
918446,11538,2025-02-01,Work From Home,8
918447,11538,2025-03-01,Present,8
918448,11538,2025-04-01,Leave,0
918449,11538,2025-05-01,Present,8
918450,11538,2025-06-01,Present,8
918451,11538,2025-07-01,Leave,0
918452,11538,2025-08-01,Present,8
918453,11538,2025-09-01,Present,8
918454,11538,2025-10-01,Present,8
918455,11538,2025-11-01,Present,8
918456,11538,2025-12-01,Work From Home,8
918457,11539,2025-01-01,Absent,0
918458,11539,2025-02-01,Present,8
918459,11539,2025-03-01,Work From Home,8
918460,11539,2025-04-01,Present,8
918461,11539,2025-05-01,Present,8
918462,11539,2025-06-01,Present,8
918463,11539,2025-07-01,Present,8
918464,11539,2025-08-01,Present,8
918465,11539,2025-09-01,Leave,0
918466,11539,2025-10-01,Present,8
918467,11539,2025-11-01,Present,8
918468,11539,2025-12-01,Work From Home,8
918469,11540,2025-01-01,Present,8
918470,11540,2025-02-01,Present,8
918471,11540,2025-03-01,Present,8
918472,11540,2025-04-01,Present,8
918473,11540,2025-05-01,Present,8
918474,11540,2025-06-01,Present,8
918475,11540,2025-07-01,Present,8
918476,11540,2025-08-01,Present,8
918477,11540,2025-09-01,Present,8
918478,11540,2025-10-01,Present,8
918479,11540,2025-11-01,Work From Home,8
918480,11540,2025-12-01,Absent,0
918481,11541,2025-01-01,Present,8
918482,11541,2025-02-01,Present,8
918483,11541,2025-03-01,Present,8
918484,11541,2025-04-01,Work From Home,8
918485,11541,2025-05-01,Present,8
918486,11541,2025-06-01,Present,8
918487,11541,2025-07-01,Present,8
918488,11541,2025-08-01,Absent,0
918489,11541,2025-09-01,Present,8
918490,11541,2025-10-01,Present,8
918491,11541,2025-11-01,Present,8
918492,11541,2025-12-01,Leave,0
918493,11542,2025-01-01,Work From Home,8
918494,11542,2025-02-01,Leave,0
918495,11542,2025-03-01,Present,8
918496,11542,2025-04-01,Present,8
918497,11542,2025-05-01,Work From Home,8
918498,11542,2025-06-01,Present,8
918499,11542,2025-07-01,Present,8
918500,11542,2025-08-01,Present,8
918501,11542,2025-09-01,Present,8
918502,11542,2025-10-01,Leave,0
918503,11542,2025-11-01,Work From Home,8
918504,11542,2025-12-01,Present,8
918505,11543,2025-01-01,Present,8
918506,11543,2025-02-01,Present,8
918507,11543,2025-03-01,Present,8
918508,11543,2025-04-01,Absent,0
918509,11543,2025-05-01,Present,8
918510,11543,2025-06-01,Present,8
918511,11543,2025-07-01,Present,8
918512,11543,2025-08-01,Present,8
918513,11543,2025-09-01,Present,8
918514,11543,2025-10-01,Leave,0
918515,11543,2025-11-01,Absent,0
918516,11543,2025-12-01,Work From Home,8
918517,11544,2025-01-01,Work From Home,8
918518,11544,2025-02-01,Present,8
918519,11544,2025-03-01,Leave,0
918520,11544,2025-04-01,Leave,0
918521,11544,2025-05-01,Present,8
918522,11544,2025-06-01,Present,8
918523,11544,2025-07-01,Present,8
918524,11544,2025-08-01,Work From Home,8
918525,11544,2025-09-01,Present,8
918526,11544,2025-10-01,Work From Home,8
918527,11544,2025-11-01,Work From Home,8
918528,11544,2025-12-01,Present,8
918529,11545,2025-01-01,Present,8
918530,11545,2025-02-01,Present,8
918531,11545,2025-03-01,Work From Home,8
918532,11545,2025-04-01,Present,8
918533,11545,2025-05-01,Leave,0
918534,11545,2025-06-01,Present,8
918535,11545,2025-07-01,Present,8
918536,11545,2025-08-01,Present,8
918537,11545,2025-09-01,Present,8
918538,11545,2025-10-01,Present,8
918539,11545,2025-11-01,Present,8
918540,11545,2025-12-01,Work From Home,8
918541,11546,2025-01-01,Present,8
918542,11546,2025-02-01,Present,8
918543,11546,2025-03-01,Work From Home,8
918544,11546,2025-04-01,Present,8
918545,11546,2025-05-01,Present,8
918546,11546,2025-06-01,Present,8
918547,11546,2025-07-01,Present,8
918548,11546,2025-08-01,Leave,0
918549,11546,2025-09-01,Present,8
918550,11546,2025-10-01,Present,8
918551,11546,2025-11-01,Work From Home,8
918552,11546,2025-12-01,Present,8
918553,11547,2025-01-01,Present,8
918554,11547,2025-02-01,Leave,0
918555,11547,2025-03-01,Present,8
918556,11547,2025-04-01,Present,8
918557,11547,2025-05-01,Work From Home,8
918558,11547,2025-06-01,Leave,0
918559,11547,2025-07-01,Work From Home,8
918560,11547,2025-08-01,Present,8
918561,11547,2025-09-01,Absent,0
918562,11547,2025-10-01,Present,8
918563,11547,2025-11-01,Present,8
918564,11547,2025-12-01,Present,8
918565,11548,2025-01-01,Present,8
918566,11548,2025-02-01,Present,8
918567,11548,2025-03-01,Present,8
918568,11548,2025-04-01,Present,8
918569,11548,2025-05-01,Present,8
918570,11548,2025-06-01,Present,8
918571,11548,2025-07-01,Present,8
918572,11548,2025-08-01,Work From Home,8
918573,11548,2025-09-01,Present,8
918574,11548,2025-10-01,Present,8
918575,11548,2025-11-01,Present,8
918576,11548,2025-12-01,Present,8
918577,11549,2025-01-01,Present,8
918578,11549,2025-02-01,Work From Home,8
918579,11549,2025-03-01,Present,8
918580,11549,2025-04-01,Leave,0
918581,11549,2025-05-01,Present,8
918582,11549,2025-06-01,Present,8
918583,11549,2025-07-01,Present,8
918584,11549,2025-08-01,Present,8
918585,11549,2025-09-01,Present,8
918586,11549,2025-10-01,Work From Home,8
918587,11549,2025-11-01,Present,8
918588,11549,2025-12-01,Present,8
918589,11550,2025-01-01,Present,8
918590,11550,2025-02-01,Present,8
918591,11550,2025-03-01,Leave,0
918592,11550,2025-04-01,Present,8
918593,11550,2025-05-01,Present,8
918594,11550,2025-06-01,Present,8
918595,11550,2025-07-01,Present,8
918596,11550,2025-08-01,Work From Home,8
918597,11550,2025-09-01,Present,8
918598,11550,2025-10-01,Present,8
918599,11550,2025-11-01,Work From Home,8
918600,11550,2025-12-01,Present,8
918601,11551,2025-01-01,Present,8
918602,11551,2025-02-01,Present,8
918603,11551,2025-03-01,Leave,0
918604,11551,2025-04-01,Work From Home,8
918605,11551,2025-05-01,Present,8
918606,11551,2025-06-01,Work From Home,8
918607,11551,2025-07-01,Absent,0
918608,11551,2025-08-01,Present,8
918609,11551,2025-09-01,Present,8
918610,11551,2025-10-01,Present,8
918611,11551,2025-11-01,Present,8
918612,11551,2025-12-01,Present,8
918613,11552,2025-01-01,Present,8
918614,11552,2025-02-01,Present,8
918615,11552,2025-03-01,Present,8
918616,11552,2025-04-01,Leave,0
918617,11552,2025-05-01,Present,8
918618,11552,2025-06-01,Present,8
918619,11552,2025-07-01,Present,8
918620,11552,2025-08-01,Present,8
918621,11552,2025-09-01,Present,8
918622,11552,2025-10-01,Present,8
918623,11552,2025-11-01,Absent,0
918624,11552,2025-12-01,Work From Home,8
918625,11553,2025-01-01,Present,8
918626,11553,2025-02-01,Present,8
918627,11553,2025-03-01,Work From Home,8
918628,11553,2025-04-01,Present,8
918629,11553,2025-05-01,Present,8
918630,11553,2025-06-01,Work From Home,8
918631,11553,2025-07-01,Present,8
918632,11553,2025-08-01,Work From Home,8
918633,11553,2025-09-01,Present,8
918634,11553,2025-10-01,Present,8
918635,11553,2025-11-01,Leave,0
918636,11553,2025-12-01,Present,8
918637,11554,2025-01-01,Leave,0
918638,11554,2025-02-01,Leave,0
918639,11554,2025-03-01,Present,8
918640,11554,2025-04-01,Leave,0
918641,11554,2025-05-01,Present,8
918642,11554,2025-06-01,Present,8
918643,11554,2025-07-01,Leave,0
918644,11554,2025-08-01,Present,8
918645,11554,2025-09-01,Present,8
918646,11554,2025-10-01,Present,8
