leave_id,employee_id,leave_type,start_date,leave_days,leave_status
950599,14724,Sick,2025-12-16,1,Approved
950600,10721,Unpaid,2025-12-28,1,Approved
950601,11575,Casual,2025-04-03,2,Approved
950602,11872,Earned,2025-05-21,3,Approved
950603,14987,Casual,2025-07-20,2,Approved
950604,10926,Earned,2025-08-19,4,Approved
950605,13644,Sick,2025-06-30,3,Pending
950606,14942,Sick,2025-02-23,4,Approved
950607,10067,Earned,2025-12-25,3,Approved
950608,13078,Casual,2025-09-04,2,Approved
950609,10746,Casual,2025-07-10,1,Approved
950610,12335,Earned,2025-05-02,1,Pending
950611,12108,Earned,2025-05-01,1,Pending
950612,12556,Casual,2025-09-16,4,Approved
950613,11750,Sick,2025-11-27,4,Approved
950614,14417,Casual,2025-02-28,1,Approved
950615,14751,Sick,2025-01-23,2,Approved
950616,13882,Earned,2025-07-10,3,Approved
950617,13803,Casual,2025-04-17,1,Approved
950618,12125,Earned,2025-06-16,5,Approved
950619,11099,Unpaid,2025-08-27,2,Approved
950620,14155,Earned,2025-01-22,1,Approved
950621,12841,Earned,2025-07-07,2,Approved
950622,11784,Earned,2025-05-03,2,Approved
950623,14103,Sick,2025-09-20,1,Rejected
950624,14160,Earned,2025-01-22,2,Approved
950625,13426,Earned,2025-02-27,2,Rejected
950626,11742,Casual,2025-10-21,1,Approved
950627,14628,Casual,2025-01-28,1,Rejected
950628,11280,Sick,2025-08-31,2,Approved
950629,11341,Casual,2025-09-08,1,Approved
950630,13997,Casual,2025-12-15,1,Approved
950631,11076,Sick,2025-11-06,2,Approved
950632,12976,Sick,2025-12-04,1,Approved
950633,12237,Earned,2025-10-31,4,Approved
950634,13245,Casual,2025-01-30,1,Approved
950635,14709,Unpaid,2025-02-20,2,Approved
950636,11247,Casual,2025-02-17,2,Approved
950637,14197,Earned,2025-11-22,2,Approved
950638,13161,Earned,2025-06-30,1,Approved
950639,11210,Sick,2025-04-15,1,Approved
950640,12330,Unpaid,2025-02-17,1,Pending
950641,10273,Casual,2025-01-31,1,Approved
950642,12771,Sick,2025-04-29,2,Approved
950643,12140,Casual,2025-08-04,2,Approved
950644,12174,Casual,2025-07-01,2,Approved
950645,13302,Casual,2025-11-04,1,Approved
950646,12334,Sick,2025-08-07,1,Approved
950647,11522,Sick,2025-06-27,1,Pending
950648,10654,Casual,2025-01-05,3,Approved
950649,12346,Earned,2025-01-30,3,Pending
950650,13357,Unpaid,2025-05-08,2,Approved
950651,10354,Casual,2025-10-12,4,Approved
950652,13583,Sick,2025-01-25,1,Approved
950653,14231,Sick,2025-04-03,2,Approved
950654,11973,Sick,2025-07-15,3,Approved
950655,13279,Casual,2025-09-08,2,Approved
950656,10264,Casual,2025-11-03,1,Approved
950657,11720,Sick,2025-06-24,2,Approved
950658,10017,Sick,2025-04-02,2,Approved
950659,14344,Sick,2025-04-23,2,Approved
950660,14364,Earned,2025-06-07,4,Approved
950661,14151,Sick,2025-06-30,5,Approved
950662,10090,Earned,2025-11-14,2,Approved
950663,13198,Earned,2025-11-11,5,Approved
950664,14605,Casual,2025-08-11,4,Approved
950665,11411,Unpaid,2025-09-16,1,Approved
950666,14887,Earned,2025-06-22,3,Approved
950667,11321,Earned,2025-10-05,1,Approved
950668,13735,Sick,2025-12-26,3,Approved
950669,10660,Earned,2025-09-28,1,Approved
950670,11396,Sick,2025-04-08,1,Pending
950671,13926,Casual,2025-03-06,5,Pending
950672,14435,Casual,2025-02-05,1,Approved
950673,10099,Casual,2025-11-16,2,Rejected
950674,12774,Unpaid,2025-04-22,1,Rejected
950675,11899,Earned,2025-03-30,2,Approved
950676,14618,Unpaid,2025-02-05,2,Approved
950677,11866,Sick,2025-01-04,3,Approved
950678,13788,Casual,2025-12-23,2,Approved
950679,11024,Unpaid,2025-07-29,2,Approved
950680,11911,Sick,2025-11-18,1,Approved
950681,12904,Casual,2025-12-04,1,Pending
950682,12781,Casual,2025-02-08,2,Approved
950683,14449,Casual,2025-05-02,1,Approved
950684,10025,Earned,2025-04-18,4,Rejected
950685,11562,Casual,2025-06-24,4,Approved
950686,14703,Earned,2025-01-07,2,Pending
950687,12934,Casual,2025-03-21,1,Approved
950688,10247,Earned,2025-08-21,1,Approved
950689,14484,Earned,2025-10-09,4,Approved
950690,12066,Earned,2025-08-05,3,Approved
950691,14082,Earned,2025-05-28,2,Approved
950692,10890,Earned,2025-03-12,1,Approved
950693,10886,Casual,2025-06-23,1,Approved
950694,13920,Earned,2025-04-22,2,Approved
950695,11684,Casual,2025-01-30,2,Approved
950696,10008,Unpaid,2025-02-05,2,Approved
950697,13350,Casual,2025-04-24,2,Approved
950698,12121,Sick,2025-04-25,1,Approved
950699,14038,Casual,2025-07-31,1,Approved
950700,11843,Unpaid,2025-01-23,5,Rejected
950701,10366,Casual,2025-03-14,1,Approved
950702,12187,Earned,2025-01-15,3,Approved
950703,14974,Unpaid,2025-02-13,1,Approved
950704,14671,Earned,2025-08-03,4,Approved
950705,12620,Unpaid,2025-09-06,2,Approved
950706,13599,Earned,2025-12-02,1,Approved
950707,10280,Sick,2025-09-19,4,Approved
950708,13786,Earned,2025-03-06,1,Approved
950709,12946,Sick,2025-11-21,2,Rejected
950710,13091,Casual,2025-11-30,3,Approved
950711,10450,Earned,2025-03-19,3,Rejected
950712,14383,Earned,2025-02-05,4,Approved
950713,13354,Earned,2025-02-11,1,Approved
950714,12285,Unpaid,2025-04-20,1,Approved
950715,13807,Earned,2025-01-23,1,Approved
950716,12531,Unpaid,2025-02-19,2,Approved
950717,11564,Casual,2025-09-16,1,Approved
950718,13852,Unpaid,2025-10-04,2,Rejected
950719,11229,Earned,2025-09-29,1,Approved
950720,11931,Casual,2025-04-17,5,Pending
950721,10467,Sick,2025-10-12,2,Approved
950722,10825,Unpaid,2025-06-04,1,Approved
950723,14322,Sick,2025-11-28,1,Approved
950724,14530,Unpaid,2025-03-15,2,Approved
950725,14614,Unpaid,2025-03-25,2,Approved
950726,14727,Earned,2025-02-07,1,Approved
950727,10020,Casual,2025-02-03,2,Approved
950728,10056,Earned,2025-10-10,1,Approved
950729,11678,Casual,2025-07-04,1,Approved
950730,14473,Sick,2025-12-16,1,Approved
950731,11150,Casual,2025-08-04,3,Approved
950732,14568,Earned,2025-05-12,1,Approved
950733,11309,Earned,2025-06-06,3,Approved
950734,14889,Casual,2025-10-02,2,Approved
950735,12569,Unpaid,2025-01-26,1,Approved
950736,13863,Casual,2025-03-30,1,Approved
950737,13499,Casual,2025-12-18,2,Approved
950738,13997,Sick,2025-06-13,1,Approved
950739,11870,Sick,2025-10-21,2,Approved
950740,11114,Earned,2025-06-27,1,Approved
950741,10276,Sick,2025-12-11,2,Rejected
950742,10121,Casual,2025-08-19,1,Approved
950743,13560,Earned,2025-07-11,1,Approved
950744,14876,Sick,2025-06-18,1,Approved
950745,12895,Earned,2025-07-30,3,Pending
950746,12102,Casual,2025-09-21,1,Approved
950747,13254,Earned,2025-11-23,5,Approved
950748,10029,Earned,2025-08-04,3,Approved
950749,14790,Casual,2025-10-20,2,Approved
950750,12984,Sick,2025-11-27,1,Approved
950751,11248,Unpaid,2025-11-21,1,Approved
950752,12381,Sick,2025-04-18,1,Approved
950753,12300,Sick,2025-12-29,3,Pending
950754,15000,Unpaid,2025-03-13,3,Approved
950755,11183,Sick,2025-01-02,3,Pending
950756,14048,Casual,2025-03-29,2,Approved
950757,13421,Sick,2025-09-03,1,Approved
950758,14765,Casual,2025-02-26,3,Approved
950759,13845,Casual,2025-02-16,1,Approved
950760,11200,Sick,2025-02-08,3,Approved
950761,11115,Sick,2025-11-10,1,Pending
950762,10119,Casual,2025-12-04,2,Approved
950763,14986,Sick,2025-08-31,1,Approved
950764,10509,Sick,2025-05-08,2,Approved
950765,11201,Sick,2025-09-20,1,Approved
950766,12351,Casual,2025-04-04,4,Pending
950767,10742,Casual,2025-10-31,1,Approved
950768,14458,Sick,2025-08-06,2,Approved
950769,14747,Sick,2025-02-08,1,Approved
950770,14778,Casual,2025-01-02,2,Approved
950771,14807,Casual,2025-02-01,2,Rejected
950772,13354,Unpaid,2025-05-30,1,Rejected
950773,11092,Casual,2025-06-23,1,Approved
950774,13814,Casual,2025-05-19,2,Approved
950775,11187,Sick,2025-03-26,1,Rejected
950776,13976,Earned,2025-08-09,3,Approved
950777,13093,Sick,2025-05-06,2,Approved
950778,13389,Casual,2025-11-28,1,Pending
950779,10572,Casual,2025-01-31,2,Approved
950780,12617,Unpaid,2025-05-23,1,Approved
950781,14618,Earned,2025-09-20,1,Approved
950782,12795,Casual,2025-08-12,1,Approved
950783,12403,Sick,2025-09-07,1,Rejected
950784,10964,Sick,2025-08-06,2,Approved
950785,14940,Casual,2025-04-18,4,Rejected
950786,11454,Casual,2025-12-18,1,Approved
950787,14687,Sick,2025-02-21,1,Approved
950788,11881,Sick,2025-02-14,2,Approved
950789,12746,Earned,2025-06-28,2,Approved
950790,11639,Sick,2025-05-30,1,Approved
950791,11205,Earned,2025-11-08,1,Approved
950792,10208,Unpaid,2025-12-04,1,Approved
950793,13627,Sick,2025-06-14,2,Pending
950794,13275,Casual,2025-09-30,1,Approved
950795,12540,Casual,2025-11-03,1,Approved
950796,13959,Casual,2025-02-12,3,Pending
950797,11799,Unpaid,2025-09-12,2,Approved
950798,12962,Sick,2025-01-22,3,Approved
950799,10670,Earned,2025-01-04,1,Approved
950800,13871,Sick,2025-07-05,2,Approved
950801,14636,Casual,2025-01-03,2,Approved
950802,10839,Sick,2025-10-26,4,Approved
950803,13399,Sick,2025-01-17,1,Approved
950804,12357,Casual,2025-01-06,4,Approved
950805,13377,Casual,2025-07-08,1,Approved
950806,10306,Earned,2025-10-25,1,Pending
950807,13069,Sick,2025-09-14,1,Rejected
950808,14702,Casual,2025-04-12,4,Approved
950809,13481,Casual,2025-05-08,1,Approved
950810,11965,Sick,2025-10-11,2,Rejected
950811,13409,Unpaid,2025-04-05,2,Approved
950812,10429,Sick,2025-08-11,3,Approved
950813,13964,Casual,2025-08-21,1,Rejected
950814,11568,Sick,2025-02-16,1,Approved
950815,12854,Casual,2025-03-29,1,Approved
950816,10540,Earned,2025-09-29,1,Approved
950817,13675,Casual,2025-06-02,2,Approved
950818,11960,Sick,2025-02-06,1,Approved
950819,13596,Earned,2025-12-29,2,Approved
950820,11280,Sick,2025-09-21,1,Approved
950821,12212,Earned,2025-09-26,4,Approved
950822,10937,Sick,2025-08-07,3,Approved
950823,13101,Earned,2025-09-24,1,Approved
950824,12800,Earned,2025-12-18,3,Approved
950825,14930,Earned,2025-12-16,3,Rejected
950826,13367,Unpaid,2025-01-02,1,Approved
950827,14668,Unpaid,2025-05-18,2,Approved
950828,14994,Casual,2025-02-25,1,Approved
950829,12823,Casual,2025-12-18,1,Rejected
950830,12184,Unpaid,2025-02-17,2,Approved
950831,10339,Sick,2025-09-03,2,Approved
950832,10254,Unpaid,2025-05-01,2,Approved
950833,12001,Casual,2025-07-06,1,Pending
950834,10150,Earned,2025-03-15,1,Approved
950835,13768,Earned,2025-09-18,1,Approved
950836,13744,Casual,2025-08-08,2,Approved
950837,10075,Casual,2025-02-06,1,Approved
950838,12177,Unpaid,2025-02-12,5,Pending
950839,11465,Earned,2025-06-07,1,Pending
950840,14610,Earned,2025-04-22,1,Pending
950841,14232,Casual,2025-01-24,2,Approved
950842,13149,Unpaid,2025-07-28,2,Approved
950843,10913,Casual,2025-08-05,2,Rejected
950844,11935,Casual,2025-12-18,3,Approved
950845,12136,Unpaid,2025-11-28,3,Approved
950846,13143,Casual,2025-03-30,4,Approved
950847,12971,Earned,2025-10-07,2,Approved
950848,10813,Earned,2025-03-04,1,Approved
950849,13424,Earned,2025-09-26,2,Approved
950850,10548,Casual,2025-10-26,3,Rejected
950851,11753,Casual,2025-04-14,3,Approved
950852,12820,Earned,2025-06-07,1,Approved
950853,10282,Sick,2025-03-30,1,Approved
950854,14206,Unpaid,2025-02-10,1,Approved
950855,12372,Casual,2025-03-01,3,Approved
950856,12256,Casual,2025-11-28,1,Approved
950857,11413,Casual,2025-01-22,1,Approved
950858,12462,Sick,2025-03-02,1,Approved
950859,12144,Earned,2025-12-19,2,Pending
950860,14944,Earned,2025-03-16,1,Approved
950861,10271,Sick,2025-09-05,3,Approved
950862,10840,Earned,2025-11-21,2,Approved
950863,12501,Casual,2025-01-04,1,Approved
950864,13588,Earned,2025-07-23,1,Approved
950865,12207,Sick,2025-02-28,1,Approved
950866,12231,Earned,2025-10-27,1,Rejected
950867,14011,Casual,2025-07-11,4,Approved
950868,12279,Sick,2025-08-02,2,Approved
950869,13713,Sick,2025-01-07,1,Approved
950870,12104,Earned,2025-12-03,2,Approved
950871,13173,Sick,2025-06-04,2,Approved
950872,13796,Casual,2025-02-28,2,Pending
950873,14707,Earned,2025-12-07,3,Approved
950874,11646,Earned,2025-01-19,1,Approved
950875,12000,Sick,2025-09-07,4,Approved
950876,12371,Casual,2025-03-06,2,Pending
950877,11079,Earned,2025-05-27,2,Pending
950878,14082,Earned,2025-09-06,3,Approved
950879,14576,Sick,2025-07-02,1,Approved
950880,11930,Earned,2025-02-12,1,Approved
950881,13711,Sick,2025-06-04,1,Approved
950882,12925,Earned,2025-10-04,2,Approved
950883,11972,Earned,2025-07-05,1,Approved
950884,10338,Earned,2025-12-19,5,Approved
950885,10073,Unpaid,2025-10-28,4,Approved
950886,13253,Earned,2025-01-18,1,Approved
950887,10687,Unpaid,2025-07-12,4,Approved
950888,11303,Earned,2025-05-01,3,Approved
950889,11214,Earned,2025-05-25,1,Approved
950890,14774,Casual,2025-06-12,2,Approved
950891,12408,Casual,2025-12-12,1,Approved
950892,12000,Casual,2025-02-16,2,Pending
950893,14831,Casual,2025-05-07,2,Approved
950894,10508,Earned,2025-05-21,3,Approved
950895,12737,Sick,2025-01-31,1,Approved
950896,12758,Casual,2025-01-09,2,Pending
950897,10630,Earned,2025-08-15,3,Approved
950898,10568,Casual,2025-04-23,1,Approved
950899,14271,Casual,2025-01-16,2,Rejected
950900,12726,Casual,2025-09-24,2,Approved
950901,11429,Casual,2025-02-25,1,Approved
950902,13157,Earned,2025-03-11,2,Approved
950903,11669,Casual,2025-10-27,1,Approved
950904,11070,Unpaid,2025-08-25,4,Approved
950905,10154,Sick,2025-02-04,4,Approved
950906,10303,Casual,2025-10-24,3,Approved
950907,14544,Casual,2025-06-10,1,Approved
950908,10673,Earned,2025-10-07,5,Pending
950909,14393,Sick,2025-10-23,1,Approved
950910,10175,Sick,2025-06-01,4,Approved
950911,14773,Casual,2025-02-12,1,Approved
950912,10153,Earned,2025-06-18,1,Approved
950913,12826,Sick,2025-03-20,2,Approved
950914,13370,Casual,2025-08-31,2,Approved
950915,10546,Sick,2025-08-16,2,Approved
950916,13628,Sick,2025-10-05,3,Approved
950917,10113,Unpaid,2025-08-17,1,Approved
950918,10355,Sick,2025-02-07,1,Approved
950919,12569,Sick,2025-12-21,3,Approved
950920,12860,Sick,2025-05-28,2,Rejected
950921,10284,Earned,2025-11-02,1,Approved
950922,13106,Casual,2025-02-26,1,Rejected
950923,11834,Sick,2025-09-22,1,Approved
950924,12911,Earned,2025-09-15,1,Approved
950925,13494,Unpaid,2025-02-10,2,Rejected
950926,14209,Earned,2025-08-29,1,Pending
950927,14520,Casual,2025-08-19,2,Approved
950928,13314,Sick,2025-10-14,2,Approved
950929,14223,Unpaid,2025-06-28,1,Approved
950930,13406,Casual,2025-06-11,4,Approved
950931,12424,Unpaid,2025-07-08,2,Rejected
950932,12827,Casual,2025-04-08,3,Approved
950933,13365,Sick,2025-01-03,2,Approved
950934,13464,Casual,2025-03-29,3,Approved
950935,10217,Earned,2025-08-04,2,Approved
950936,14421,Earned,2025-03-21,2,Approved
950937,11723,Sick,2025-04-27,1,Rejected
950938,11308,Casual,2025-02-12,1,Approved
950939,12914,Sick,2025-12-15,1,Approved
950940,14470,Casual,2025-02-19,1,Approved
950941,11572,Earned,2025-10-23,2,Pending
950942,14852,Sick,2025-07-29,1,Approved
950943,13793,Casual,2025-05-04,1,Approved
950944,13378,Sick,2025-11-18,3,Approved
950945,10396,Earned,2025-09-12,1,Approved
950946,12696,Earned,2025-10-19,3,Approved
950947,14328,Casual,2025-01-09,3,Rejected
950948,10422,Unpaid,2025-03-04,3,Approved
950949,11853,Earned,2025-01-29,1,Approved
950950,11016,Earned,2025-02-06,1,Approved
950951,12767,Earned,2025-08-25,1,Pending
950952,11292,Earned,2025-01-02,3,Approved
950953,11880,Sick,2025-03-19,5,Pending
950954,12204,Sick,2025-11-01,2,Approved
950955,10260,Sick,2025-05-12,1,Approved
950956,12175,Earned,2025-06-15,1,Approved
950957,11995,Earned,2025-04-20,3,Approved
950958,14335,Sick,2025-01-25,1,Approved
950959,11252,Earned,2025-03-16,1,Pending
950960,14327,Sick,2025-09-07,3,Approved
950961,11969,Casual,2025-10-08,1,Approved
950962,14314,Sick,2025-06-18,2,Approved
950963,12782,Earned,2025-09-15,1,Approved
950964,10838,Earned,2025-06-19,1,Approved
950965,14871,Casual,2025-11-24,1,Pending
950966,11227,Sick,2025-09-17,1,Approved
950967,13147,Casual,2025-07-31,4,Approved
950968,13463,Sick,2025-03-26,1,Approved
950969,12266,Earned,2025-07-29,2,Approved
950970,13611,Unpaid,2025-02-03,4,Approved
950971,12396,Earned,2025-01-17,4,Approved
950972,11537,Unpaid,2025-07-21,1,Approved
950973,11143,Sick,2025-02-16,3,Approved
950974,14585,Casual,2025-02-20,1,Pending
950975,10950,Earned,2025-11-06,1,Pending
950976,12183,Earned,2025-08-04,2,Approved
950977,13688,Sick,2025-01-06,4,Approved
950978,13820,Sick,2025-06-07,1,Approved
950979,12175,Casual,2025-05-08,1,Approved
950980,14308,Casual,2025-02-09,1,Approved
950981,11458,Unpaid,2025-01-11,1,Approved
950982,13764,Casual,2025-08-22,1,Approved
950983,10746,Unpaid,2025-04-07,1,Pending
950984,14304,Casual,2025-06-30,1,Approved
950985,13448,Earned,2025-08-19,1,Rejected
950986,13515,Casual,2025-11-13,2,Pending
950987,13789,Earned,2025-01-07,1,Approved
950988,14037,Unpaid,2025-12-26,3,Rejected
950989,11605,Earned,2025-09-19,3,Approved
950990,11259,Casual,2025-11-06,2,Approved
950991,14708,Earned,2025-01-02,3,Approved
950992,13686,Earned,2025-05-16,1,Rejected
950993,11590,Sick,2025-05-29,1,Approved
950994,13145,Earned,2025-12-04,2,Approved
950995,10245,Earned,2025-08-10,4,Approved
950996,11147,Sick,2025-07-19,2,Pending
950997,11039,Casual,2025-02-02,1,Approved
950998,12824,Earned,2025-07-02,1,Approved
950999,11331,Earned,2025-08-29,5,Rejected
951000,14980,Unpaid,2025-10-01,1,Approved
951001,14930,Earned,2025-11-22,1,Approved
951002,10631,Casual,2025-06-04,1,Approved
951003,12362,Casual,2025-06-04,2,Approved
951004,11030,Earned,2025-11-24,1,Rejected
951005,14100,Casual,2025-05-10,1,Approved
951006,13539,Sick,2025-10-19,5,Approved
951007,11406,Casual,2025-08-30,1,Approved
951008,13865,Earned,2025-03-29,2,Approved
951009,13812,Casual,2025-04-14,1,Approved
951010,12946,Sick,2025-11-15,1,Rejected
951011,11029,Casual,2025-06-24,3,Approved
951012,10539,Casual,2025-08-06,2,Approved
951013,12124,Casual,2025-04-26,2,Approved
951014,12772,Sick,2025-07-14,2,Approved
951015,12492,Casual,2025-03-08,1,Pending
951016,11935,Earned,2025-12-04,3,Approved
951017,12084,Earned,2025-08-20,3,Approved
951018,14942,Earned,2025-05-21,1,Pending
951019,13623,Earned,2025-03-26,3,Approved
951020,11448,Sick,2025-01-26,4,Rejected
951021,10005,Earned,2025-07-20,1,Approved
951022,14446,Earned,2025-01-27,2,Approved
951023,14463,Earned,2025-08-19,2,Approved
951024,14346,Sick,2025-11-06,1,Approved
951025,14067,Earned,2025-09-02,1,Approved
951026,14590,Sick,2025-03-28,1,Approved
951027,11518,Sick,2025-01-01,5,Approved
951028,14335,Sick,2025-09-06,2,Approved
951029,14516,Earned,2025-07-03,2,Approved
951030,10290,Casual,2025-06-04,2,Rejected
951031,12167,Sick,2025-03-20,2,Approved
951032,14051,Sick,2025-04-16,1,Approved
951033,11216,Sick,2025-01-01,1,Approved
951034,11600,Sick,2025-04-12,1,Pending
951035,13926,Sick,2025-03-27,1,Approved
951036,12549,Earned,2025-09-28,1,Approved
951037,14745,Casual,2025-08-11,2,Approved
951038,14186,Casual,2025-10-30,1,Approved
951039,12792,Unpaid,2025-10-05,2,Rejected
951040,14876,Sick,2025-09-30,1,Approved
951041,10594,Casual,2025-01-03,2,Approved
951042,12989,Sick,2025-11-29,2,Approved
951043,12727,Earned,2025-05-29,2,Approved
951044,14745,Earned,2025-10-16,4,Approved
951045,14411,Earned,2025-01-11,5,Approved
951046,11126,Earned,2025-10-14,5,Approved
951047,14197,Earned,2025-09-06,1,Rejected
951048,12747,Earned,2025-12-13,1,Approved
951049,10174,Casual,2025-06-10,1,Pending
951050,12282,Sick,2025-06-10,1,Pending
951051,14545,Earned,2025-01-24,1,Pending
951052,14436,Earned,2025-05-06,2,Approved
951053,10621,Casual,2025-12-09,2,Approved
951054,13409,Unpaid,2025-11-13,1,Approved
951055,10066,Earned,2025-04-15,3,Approved
951056,14298,Earned,2025-02-04,1,Approved
951057,11933,Unpaid,2025-05-04,2,Approved
951058,12390,Earned,2025-08-23,3,Pending
951059,14843,Sick,2025-03-31,1,Approved
951060,10172,Sick,2025-11-30,1,Approved
951061,11461,Earned,2025-10-03,1,Approved
951062,11953,Earned,2025-04-23,4,Approved
951063,12650,Casual,2025-01-23,1,Approved
951064,13438,Earned,2025-08-15,1,Approved
951065,14516,Earned,2025-05-23,3,Approved
951066,11244,Casual,2025-11-13,2,Approved
951067,12862,Casual,2025-09-13,1,Approved
951068,12808,Casual,2025-04-28,2,Approved
951069,14815,Sick,2025-09-08,3,Pending
951070,12851,Casual,2025-05-18,3,Approved
951071,13653,Casual,2025-08-24,3,Approved
951072,11234,Unpaid,2025-01-03,2,Approved
951073,14872,Earned,2025-04-21,2,Pending
951074,12682,Earned,2025-01-24,2,Rejected
951075,11127,Casual,2025-12-13,1,Approved
951076,13475,Casual,2025-10-13,1,Pending
951077,14299,Sick,2025-07-16,1,Approved
951078,12814,Earned,2025-04-21,3,Approved
951079,10406,Sick,2025-10-26,5,Approved
951080,13826,Sick,2025-02-18,2,Approved
951081,11696,Casual,2025-04-24,2,Approved
951082,12126,Unpaid,2025-10-27,1,Approved
951083,13487,Casual,2025-12-12,1,Rejected
951084,12642,Sick,2025-05-06,3,Approved
951085,10533,Earned,2025-09-04,1,Rejected
951086,12324,Sick,2025-09-16,3,Approved
951087,13878,Earned,2025-11-22,2,Approved
951088,12986,Unpaid,2025-09-22,1,Pending
951089,13880,Earned,2025-03-13,2,Approved
951090,12765,Earned,2025-12-10,3,Approved
951091,12941,Casual,2025-10-02,1,Rejected
951092,13980,Earned,2025-06-01,1,Approved
951093,10810,Earned,2025-04-17,1,Approved
951094,10614,Earned,2025-06-11,1,Approved
951095,10497,Sick,2025-08-01,3,Approved
951096,14328,Unpaid,2025-07-24,1,Pending
951097,10346,Sick,2025-06-03,1,Approved
951098,10261,Sick,2025-09-08,2,Approved
951099,14822,Sick,2025-04-28,2,Pending
951100,12282,Casual,2025-12-28,2,Approved
951101,11693,Sick,2025-04-23,2,Approved
951102,12268,Sick,2025-03-14,2,Rejected
951103,11453,Sick,2025-11-30,2,Approved
951104,14726,Casual,2025-12-11,4,Pending
951105,13716,Casual,2025-10-09,1,Rejected
951106,14264,Earned,2025-05-14,2,Approved
951107,12964,Earned,2025-03-11,1,Approved
951108,13149,Sick,2025-11-22,4,Approved
951109,10729,Earned,2025-04-23,3,Approved
951110,11370,Earned,2025-08-12,4,Approved
951111,10930,Casual,2025-02-19,1,Approved
951112,13086,Casual,2025-10-25,3,Approved
951113,13319,Earned,2025-04-25,1,Approved
951114,11395,Casual,2025-01-26,4,Approved
951115,14950,Unpaid,2025-10-26,4,Rejected
951116,13967,Casual,2025-11-21,3,Approved
951117,11279,Casual,2025-07-04,1,Approved
951118,12679,Earned,2025-04-05,1,Pending
951119,14131,Sick,2025-06-19,3,Approved
951120,12596,Sick,2025-07-26,4,Approved
951121,11187,Casual,2025-02-15,1,Approved
951122,10643,Casual,2025-03-04,1,Approved
951123,11961,Unpaid,2025-12-13,2,Approved
951124,11021,Sick,2025-11-16,1,Pending
951125,10320,Earned,2025-02-21,2,Rejected
951126,12329,Casual,2025-09-22,2,Approved
951127,12628,Casual,2025-02-22,1,Approved
951128,12712,Sick,2025-05-10,2,Approved
951129,11459,Casual,2025-02-17,1,Approved
951130,10661,Earned,2025-10-21,1,Rejected
951131,14340,Sick,2025-06-09,1,Approved
951132,10096,Unpaid,2025-06-30,2,Approved
951133,14376,Earned,2025-08-08,1,Rejected
951134,12942,Sick,2025-03-03,2,Approved
951135,14857,Earned,2025-10-03,1,Approved
951136,12496,Earned,2025-06-03,1,Rejected
951137,12929,Earned,2025-11-29,3,Approved
951138,12687,Earned,2025-12-31,2,Pending
951139,12386,Casual,2025-02-07,5,Approved
951140,12597,Earned,2025-07-10,1,Approved
951141,14189,Casual,2025-01-19,1,Approved
951142,14999,Sick,2025-11-02,3,Approved
951143,10162,Casual,2025-12-18,1,Approved
951144,11979,Sick,2025-06-08,1,Approved
951145,10860,Sick,2025-02-22,1,Approved
951146,13838,Unpaid,2025-07-09,2,Rejected
951147,13091,Casual,2025-12-25,2,Approved
951148,10891,Unpaid,2025-11-07,2,Rejected
951149,10719,Casual,2025-12-02,1,Approved
951150,12132,Sick,2025-05-15,1,Approved
951151,14899,Earned,2025-01-13,1,Approved
951152,14863,Sick,2025-05-09,2,Rejected
951153,14721,Casual,2025-03-28,3,Approved
951154,12054,Casual,2025-12-29,1,Approved
951155,12646,Earned,2025-10-15,1,Approved
951156,14541,Earned,2025-11-15,1,Rejected
951157,14450,Casual,2025-11-29,1,Approved
951158,10846,Casual,2025-07-17,2,Approved
951159,11425,Earned,2025-08-13,1,Approved
951160,13145,Casual,2025-02-24,2,Approved
951161,13875,Earned,2025-05-12,2,Approved
951162,11979,Sick,2025-10-30,4,Approved
951163,14665,Sick,2025-12-11,3,Approved
951164,11045,Casual,2025-07-24,1,Approved
951165,12689,Sick,2025-12-13,2,Approved
951166,14862,Sick,2025-05-12,2,Approved
951167,12189,Unpaid,2025-06-22,2,Pending
951168,13308,Sick,2025-11-16,2,Approved
951169,13245,Unpaid,2025-06-08,1,Approved
951170,10261,Casual,2025-06-19,4,Approved
951171,14430,Earned,2025-12-28,2,Pending
951172,10088,Casual,2025-09-22,1,Approved
951173,13666,Casual,2025-04-14,3,Approved
951174,12924,Earned,2025-11-09,1,Approved
951175,13618,Earned,2025-09-01,1,Approved
951176,11770,Earned,2025-01-19,1,Approved
951177,12963,Casual,2025-08-12,2,Approved
951178,12019,Earned,2025-09-21,4,Approved
951179,12220,Earned,2025-08-25,3,Rejected
951180,13802,Earned,2025-06-20,1,Approved
951181,10313,Casual,2025-11-11,3,Rejected
951182,13462,Earned,2025-07-06,4,Pending
951183,13683,Casual,2025-04-10,1,Approved
951184,11746,Casual,2025-09-30,5,Approved
951185,13741,Earned,2025-07-10,1,Approved
951186,11577,Casual,2025-09-24,3,Approved
951187,14827,Casual,2025-05-10,1,Approved
951188,12771,Unpaid,2025-07-14,1,Approved
951189,13602,Unpaid,2025-06-20,3,Pending
951190,11693,Casual,2025-12-26,1,Rejected
951191,14469,Earned,2025-07-05,1,Approved
951192,11375,Unpaid,2025-12-26,3,Approved
951193,10467,Earned,2025-10-08,2,Pending
951194,12543,Earned,2025-05-19,2,Approved
951195,14775,Unpaid,2025-06-21,1,Approved
951196,14057,Earned,2025-05-22,2,Approved
951197,12432,Earned,2025-01-21,1,Approved
