salary_id,employee_id,job_id,effective_from,effective_to,annual_salary_inr,annual_bonus_target_inr
501240,10809,103,2021-11-19,2024-05-08,69300.0,3500.0
501241,10809,103,2024-05-09,2025-12-31,69600.0,4700.0
501242,10810,113,2022-04-13,2024-07-05,88900.0,6200.0
501243,10810,113,2024-07-06,2025-12-31,121000.0,13200.0
501244,10811,114,2019-05-22,2025-12-31,46000.0,5400.0
501245,10812,106,2018-02-20,2025-12-31,82300.0,9500.0
501246,10813,102,2025-02-15,2025-12-31,82600.0,6400.0
501247,10814,112,2021-05-28,2024-02-28,60000.0,5700.0
501248,10814,112,2024-02-29,2025-12-31,67200.0,6100.0
501249,10815,105,2016-05-25,2022-02-26,83600.0,9300.0
501250,10815,105,2022-02-27,2025-12-31,99800.0,8500.0
501251,10816,107,2024-10-04,2025-12-31,122100.0,12900.0
501252,10817,102,2025-05-26,2025-12-31,99400.0,13900.0
501253,10818,105,2025-11-30,2026-11-29,74200.0,10000.0
501254,10818,105,2026-11-30,2025-12-31,81000.0,7900.0
501255,10819,113,2025-07-16,2026-07-15,93700.0,10700.0
501256,10819,113,2026-07-16,2025-12-31,103600.0,14800.0
501257,10820,113,2020-09-13,2025-12-31,101300.0,8900.0
501258,10821,107,2016-11-28,2022-05-12,140800.0,17100.0
501259,10821,107,2022-05-13,2025-12-31,146900.0,13500.0
501260,10822,106,2021-10-06,2025-12-31,84700.0,10300.0
501261,10823,103,2019-02-21,2025-12-31,76200.0,8500.0
501262,10824,101,2022-05-03,2024-07-13,45900.0,5100.0
501263,10824,101,2024-07-14,2025-12-31,43400.0,4000.0
501264,10825,116,2025-09-19,2025-12-31,55900.0,7800.0
501265,10826,110,2025-10-31,2025-12-31,45700.0,5100.0
501266,10827,109,2025-03-29,2025-12-31,90500.0,6200.0
501267,10828,113,2019-01-14,2023-03-19,89200.0,11700.0
501268,10828,113,2023-03-20,2025-12-31,97300.0,7400.0
501269,10829,114,2020-03-09,2023-09-03,44800.0,2900.0
501270,10829,114,2023-09-04,2025-12-31,40800.0,3600.0
501271,10830,112,2020-05-16,2023-09-30,53600.0,6700.0
501272,10830,112,2023-10-01,2025-12-31,52800.0,2800.0
501273,10831,102,2023-04-11,2024-11-27,99400.0,6700.0
501274,10831,102,2024-11-28,2025-12-31,112100.0,14600.0
501275,10832,105,2017-06-25,2022-08-04,90400.0,9200.0
501276,10832,105,2022-08-05,2025-12-31,94900.0,10300.0
501277,10833,111,2023-12-12,2025-12-31,82500.0,9200.0
501278,10834,106,2021-03-11,2025-12-31,75500.0,11200.0
501279,10835,117,2016-03-08,2022-01-26,105700.0,12400.0
501280,10835,117,2022-01-27,2025-12-31,109500.0,15100.0
501281,10836,110,2023-04-01,2025-12-31,48800.0,5900.0
501282,10837,117,2016-11-05,2022-05-03,94500.0,13600.0
501283,10837,117,2022-05-04,2025-12-31,98700.0,5400.0
501284,10838,107,2017-04-15,2025-12-31,127400.0,11200.0
501285,10839,114,2016-12-31,2025-12-31,43800.0,4100.0
501286,10840,107,2018-05-12,2025-12-31,149800.0,21800.0
501287,10841,117,2019-09-07,2025-12-31,86900.0,7500.0
501288,10842,104,2023-11-21,2025-12-31,109100.0,15900.0
501289,10843,108,2022-10-30,2024-09-23,58100.0,3100.0
501290,10843,108,2024-09-24,2025-12-31,57300.0,6900.0
501291,10844,113,2025-02-09,2025-12-31,100300.0,6800.0
501292,10845,108,2023-09-19,2025-12-31,54000.0,3300.0
501293,10846,108,2024-06-22,2025-06-21,55800.0,5300.0
501294,10846,108,2025-06-22,2025-12-31,64000.0,5900.0
501295,10847,117,2019-08-11,2025-12-31,88100.0,8900.0
501296,10848,109,2025-08-21,2026-08-20,88500.0,6900.0
501297,10848,109,2026-08-21,2025-12-31,92300.0,6100.0
501298,10849,111,2020-09-12,2023-11-17,84200.0,5300.0
501299,10849,111,2023-11-18,2025-12-31,115300.0,10700.0
501300,10850,101,2020-06-14,2023-10-12,41800.0,4200.0
501301,10850,101,2023-10-13,2025-12-31,50200.0,4600.0
501302,10851,114,2017-02-20,2022-06-15,44600.0,6500.0
501303,10851,114,2022-06-16,2025-12-31,51300.0,3200.0
501304,10852,111,2023-08-01,2025-12-31,81100.0,9200.0
501305,10853,107,2018-04-04,2022-11-25,132200.0,14400.0
501306,10853,107,2022-11-26,2025-12-31,155100.0,19100.0
501307,10854,101,2018-05-01,2022-12-06,47300.0,6300.0
501308,10854,101,2022-12-07,2025-12-31,43400.0,3600.0
501309,10855,110,2024-04-06,2025-12-31,50800.0,6100.0
501310,10856,102,2024-02-01,2025-12-31,101500.0,14600.0
501311,10857,102,2025-07-27,2026-07-26,87400.0,8100.0
501312,10857,102,2026-07-27,2025-12-31,88700.0,8000.0
501313,10858,111,2019-11-07,2025-12-31,101800.0,14100.0
501314,10859,105,2025-08-13,2026-08-12,91300.0,9200.0
501315,10859,105,2026-08-13,2025-12-31,86000.0,8600.0
501316,10860,106,2020-09-20,2025-12-31,78100.0,11600.0
501317,10861,110,2025-02-18,2025-12-31,50700.0,4000.0
501318,10862,101,2021-11-25,2024-05-10,45800.0,4900.0
501319,10862,101,2024-05-11,2025-12-31,49200.0,5100.0
501320,10863,105,2024-03-17,2025-12-31,80700.0,8500.0
501321,10864,104,2022-10-13,2025-12-31,102800.0,14600.0
501322,10865,108,2025-01-20,2025-12-31,46700.0,6400.0
501323,10866,111,2024-03-18,2025-12-31,100500.0,9300.0
501324,10867,112,2024-08-02,2025-12-31,49700.0,5200.0
501325,10868,106,2020-02-23,2023-08-28,78200.0,11200.0
501326,10868,106,2023-08-29,2025-12-31,94200.0,12100.0
501327,10869,104,2018-11-03,2023-02-18,124100.0,10800.0
501328,10869,104,2023-02-19,2025-12-31,107600.0,12200.0
501329,10870,102,2016-03-28,2022-02-03,81900.0,11700.0
501330,10870,102,2022-02-04,2025-12-31,102700.0,14800.0
501331,10871,109,2023-03-20,2025-12-31,84400.0,4500.0
501332,10872,117,2019-04-22,2025-12-31,83800.0,9300.0
501333,10873,107,2025-10-03,2026-10-02,139100.0,10900.0
501334,10873,107,2026-10-03,2025-12-31,127900.0,15700.0
501335,10874,105,2016-05-04,2022-02-18,85900.0,10900.0
501336,10874,105,2022-02-19,2025-12-31,98300.0,8300.0
501337,10875,103,2023-06-11,2025-12-31,76600.0,8500.0
501338,10876,110,2022-08-25,2025-12-31,55800.0,7500.0
501339,10877,110,2020-05-05,2023-09-26,57500.0,3000.0
501340,10877,110,2023-09-27,2025-12-31,63200.0,4700.0
501341,10878,111,2024-07-30,2025-07-29,102700.0,7600.0
501342,10878,111,2025-07-30,2025-12-31,95100.0,10900.0
501343,10879,115,2019-09-03,2025-12-31,71900.0,6800.0
501344,10880,109,2017-05-03,2022-07-14,89700.0,9400.0
501345,10880,109,2022-07-15,2025-12-31,95400.0,7900.0
501346,10881,104,2022-10-12,2025-12-31,122300.0,13300.0
501347,10882,106,2018-06-07,2022-12-21,83300.0,11600.0
501348,10882,106,2022-12-22,2025-12-31,87500.0,8700.0
501349,10883,110,2017-03-23,2025-12-31,52700.0,6900.0
501350,10884,110,2017-12-29,2025-12-31,47100.0,3700.0
501351,10885,109,2023-08-10,2025-12-31,94300.0,8500.0
501352,10886,110,2017-08-08,2022-08-21,56000.0,7800.0
501353,10886,110,2022-08-22,2025-12-31,55400.0,6700.0
501354,10887,110,2017-02-02,2022-06-08,50900.0,4800.0
501355,10887,110,2022-06-09,2025-12-31,58300.0,5700.0
501356,10888,115,2017-05-06,2022-07-15,78200.0,4300.0
501357,10888,115,2022-07-16,2025-12-31,101000.0,5200.0
501358,10889,109,2018-02-13,2022-11-05,94100.0,7700.0
501359,10889,109,2022-11-06,2025-12-31,106400.0,10200.0
501360,10890,112,2024-11-17,2025-11-16,49100.0,3100.0
501361,10890,112,2025-11-17,2025-12-31,60400.0,8100.0
501362,10891,107,2025-08-01,2026-07-31,138700.0,17900.0
501363,10891,107,2026-08-01,2025-12-31,137200.0,16000.0
501364,10892,111,2022-11-24,2025-12-31,98400.0,13700.0
501365,10893,114,2020-12-28,2023-12-30,39500.0,4100.0
501366,10893,114,2023-12-31,2025-12-31,41300.0,3400.0
501367,10894,106,2017-05-15,2025-12-31,80200.0,7500.0
501368,10895,112,2025-08-17,2026-08-16,51500.0,3800.0
501369,10895,112,2026-08-17,2025-12-31,65900.0,9800.0
501370,10896,112,2020-04-26,2025-12-31,49000.0,6100.0
501371,10897,102,2022-10-08,2025-12-31,100400.0,11300.0
501372,10898,108,2018-07-10,2025-12-31,54700.0,2800.0
501373,10899,104,2020-06-23,2025-12-31,117500.0,14400.0
501374,10900,116,2018-07-18,2025-12-31,55800.0,6400.0
501375,10901,112,2019-06-23,2023-05-22,60900.0,6800.0
501376,10901,112,2023-05-23,2025-12-31,64300.0,5400.0
501377,10902,104,2019-01-11,2025-12-31,111400.0,13100.0
501378,10903,103,2023-06-11,2025-12-31,76500.0,8800.0
501379,10904,111,2018-11-26,2023-02-27,104400.0,15500.0
501380,10904,111,2023-02-28,2025-12-31,91900.0,8700.0
501381,10905,106,2023-10-11,2025-12-31,70900.0,4900.0
501382,10906,101,2017-03-21,2025-12-31,50000.0,2600.0
501383,10907,109,2025-10-20,2025-12-31,105400.0,14300.0
501384,10908,106,2023-06-14,2024-12-23,79300.0,7200.0
501385,10908,106,2024-12-24,2025-12-31,97800.0,10000.0
501386,10909,104,2022-03-07,2024-06-20,104700.0,10100.0
501387,10909,104,2024-06-21,2025-12-31,137100.0,14700.0
501388,10910,112,2019-05-07,2025-12-31,49100.0,6800.0
501389,10911,115,2023-10-15,2025-12-31,91900.0,8700.0
501390,10912,113,2017-04-10,2025-12-31,96800.0,6200.0
501391,10913,112,2016-10-27,2022-04-29,48800.0,4600.0
501392,10913,112,2022-04-30,2025-12-31,63000.0,4700.0
501393,10914,106,2020-12-09,2023-12-22,78600.0,8100.0
501394,10914,106,2023-12-23,2025-12-31,80200.0,8300.0
501395,10915,106,2019-02-24,2023-04-04,75000.0,8100.0
501396,10915,106,2023-04-05,2025-12-31,79300.0,11100.0
501397,10916,107,2024-12-14,2025-12-31,138100.0,11100.0
501398,10917,112,2020-02-27,2025-12-31,56600.0,5000.0
501399,10918,116,2024-02-15,2025-03-31,48400.0,3500.0
501400,10918,116,2025-04-01,2025-12-31,60700.0,8400.0
501401,10919,112,2022-01-21,2024-06-02,49600.0,2500.0
501402,10919,112,2024-06-03,2025-12-31,59100.0,4300.0
501403,10920,114,2023-09-11,2025-01-27,39500.0,4600.0
501404,10920,114,2025-01-28,2025-12-31,48300.0,6800.0
501405,10921,110,2024-05-09,2025-12-31,46400.0,5800.0
501406,10922,106,2022-01-20,2024-06-02,80700.0,4700.0
501407,10922,106,2024-06-03,2025-12-31,77000.0,7400.0
501408,10923,108,2021-07-06,2024-03-15,50300.0,4200.0
501409,10923,108,2024-03-16,2025-12-31,62400.0,5200.0
501410,10924,101,2021-01-14,2024-01-05,47700.0,3400.0
501411,10924,101,2024-01-06,2025-12-31,52900.0,7000.0
501412,10925,101,2017-10-16,2025-12-31,43900.0,3800.0
501413,10926,110,2024-01-21,2025-12-31,44900.0,2400.0
501414,10927,109,2025-05-09,2026-05-08,101200.0,6200.0
501415,10927,109,2026-05-09,2025-12-31,108700.0,8400.0
501416,10928,109,2020-04-15,2025-12-31,94300.0,5800.0
501417,10929,108,2018-07-24,2023-01-08,49100.0,3300.0
501418,10929,108,2023-01-09,2025-12-31,57800.0,8400.0
501419,10930,105,2021-07-03,2025-12-31,92300.0,13700.0
501420,10931,109,2022-12-28,2025-12-31,88800.0,12700.0
501421,10932,108,2020-02-04,2025-12-31,59400.0,6800.0
501422,10933,107,2019-07-11,2025-12-31,146200.0,18400.0
501423,10934,112,2018-04-27,2025-12-31,54700.0,7200.0
501424,10935,108,2021-06-24,2025-12-31,51100.0,5100.0
501425,10936,111,2021-03-22,2025-12-31,81700.0,6100.0
501426,10937,114,2023-08-13,2025-01-16,46700.0,3900.0
501427,10937,114,2025-01-17,2025-12-31,47200.0,6300.0
501428,10938,115,2020-07-29,2023-10-30,74500.0,10800.0
501429,10938,115,2023-10-31,2025-12-31,95900.0,6500.0
501430,10939,115,2018-09-01,2025-12-31,89000.0,11900.0
501431,10940,106,2022-05-30,2024-07-24,78400.0,9400.0
501432,10940,106,2024-07-25,2025-12-31,84900.0,4800.0
501433,10941,101,2019-11-03,2023-07-14,45700.0,4000.0
501434,10941,101,2023-07-15,2025-12-31,42600.0,5400.0
501435,10942,106,2024-03-03,2025-04-07,75600.0,9200.0
501436,10942,106,2025-04-08,2025-12-31,86400.0,10300.0
501437,10943,106,2019-11-26,2023-07-23,69200.0,7300.0
501438,10943,106,2023-07-24,2025-12-31,98600.0,7600.0
501439,10944,115,2018-03-23,2025-12-31,75500.0,6100.0
501440,10945,110,2020-02-07,2023-08-22,56000.0,4500.0
501441,10945,110,2023-08-23,2025-12-31,52000.0,6400.0
501442,10946,104,2019-07-29,2023-06-05,103700.0,6300.0
501443,10946,104,2023-06-06,2025-12-31,137400.0,10300.0
501444,10947,103,2018-12-03,2025-12-31,63000.0,3300.0
501445,10948,104,2017-07-08,2025-12-31,113700.0,9700.0
501446,10949,111,2020-12-28,2025-12-31,87400.0,9900.0
501447,10950,112,2020-08-24,2025-12-31,49000.0,6900.0
501448,10951,114,2020-06-28,2023-10-17,39000.0,3100.0
501449,10951,114,2023-10-18,2025-12-31,51200.0,4500.0
501450,10952,117,2022-04-05,2025-12-31,106700.0,12300.0
501451,10953,105,2016-06-16,2025-12-31,79200.0,9300.0
501452,10954,106,2020-04-10,2023-09-16,88100.0,5500.0
501453,10954,106,2023-09-17,2025-12-31,82500.0,4700.0
501454,10955,106,2025-02-19,2026-02-18,72100.0,9700.0
501455,10955,106,2026-02-19,2025-12-31,97300.0,11400.0
501456,10956,105,2022-06-11,2024-07-29,81300.0,11900.0
501457,10956,105,2024-07-30,2025-12-31,84300.0,8900.0
501458,10957,114,2024-02-06,2025-03-28,48000.0,3800.0
501459,10957,114,2025-03-29,2025-12-31,41100.0,4900.0
501460,10958,108,2023-01-15,2024-10-24,55200.0,3300.0
501461,10958,108,2024-10-25,2025-12-31,58700.0,5100.0
501462,10959,113,2021-04-18,2025-12-31,106600.0,15700.0
501463,10960,109,2019-11-07,2025-12-31,102100.0,10500.0
501464,10961,102,2020-05-25,2023-10-04,94100.0,6100.0
501465,10961,102,2023-10-05,2025-12-31,92500.0,11200.0
501466,10962,101,2016-08-17,2025-12-31,42300.0,5400.0
501467,10963,108,2023-10-09,2025-12-31,53600.0,6300.0
501468,10964,112,2024-10-08,2025-10-07,62000.0,4800.0
501469,10964,112,2025-10-08,2025-12-31,66800.0,9500.0
501470,10965,107,2020-09-29,2025-12-31,143400.0,13700.0
501471,10966,112,2016-05-02,2025-12-31,58700.0,4900.0
501472,10967,113,2021-10-21,2024-04-26,98600.0,13200.0
501473,10967,113,2024-04-27,2025-12-31,117500.0,15700.0
501474,10968,107,2025-02-27,2026-02-26,129900.0,14500.0
501475,10968,107,2026-02-27,2025-12-31,152200.0,12700.0
501476,10969,112,2019-02-10,2025-12-31,56400.0,6000.0
501477,10970,106,2019-08-14,2025-12-31,81700.0,5400.0
501478,10971,111,2019-04-18,2025-12-31,86900.0,10800.0
501479,10972,113,2022-08-30,2024-08-30,101700.0,14200.0
501480,10972,113,2024-08-31,2025-12-31,93400.0,13800.0
501481,10973,117,2019-10-26,2023-07-11,83100.0,11300.0
501482,10973,117,2023-07-12,2025-12-31,110700.0,6700.0
501483,10974,106,2024-04-01,2025-12-31,83100.0,5100.0
501484,10975,105,2025-07-13,2025-12-31,84400.0,6600.0
501485,10976,103,2020-10-31,2025-12-31,73200.0,8200.0
501486,10977,106,2023-07-06,2025-12-31,87100.0,6300.0
501487,10978,111,2017-07-26,2025-12-31,90200.0,8400.0
501488,10979,114,2018-08-01,2025-12-31,45300.0,3700.0
501489,10980,106,2020-04-21,2025-12-31,80300.0,5000.0
501490,10981,103,2023-10-23,2025-12-31,74800.0,9600.0
501491,10982,105,2017-12-12,2025-12-31,78500.0,10900.0
501492,10983,109,2019-03-17,2023-04-13,83300.0,12300.0
501493,10983,109,2023-04-14,2025-12-31,115000.0,12900.0
501494,10984,107,2016-06-23,2022-03-10,123000.0,11700.0
501495,10984,107,2022-03-11,2025-12-31,150700.0,18200.0
501496,10985,106,2016-04-24,2025-12-31,80700.0,9300.0
501497,10986,112,2023-02-18,2025-12-31,58300.0,8500.0
501498,10987,101,2022-02-25,2025-12-31,40600.0,5900.0
501499,10988,109,2017-02-03,2022-06-08,107800.0,13000.0
501500,10988,109,2022-06-09,2025-12-31,108500.0,8900.0
501501,10989,112,2020-10-15,2023-11-30,49700.0,6800.0
501502,10989,112,2023-12-01,2025-12-31,59500.0,6300.0
501503,10990,105,2019-08-29,2025-12-31,79300.0,10000.0
501504,10991,110,2021-10-31,2024-04-30,47000.0,6400.0
501505,10991,110,2024-05-01,2025-12-31,58600.0,3500.0
501506,10992,111,2023-06-09,2025-12-31,101900.0,5800.0
501507,10993,111,2024-07-15,2025-07-14,100800.0,13700.0
501508,10993,111,2025-07-15,2025-12-31,110100.0,8900.0
501509,10994,109,2022-02-06,2025-12-31,101500.0,6600.0
501510,10995,105,2019-12-19,2025-12-31,89700.0,12100.0
501511,10996,112,2020-06-04,2023-10-08,52600.0,5500.0
501512,10996,112,2023-10-09,2025-12-31,63900.0,7900.0
501513,10997,113,2020-04-05,2023-09-14,85000.0,10100.0
501514,10997,113,2023-09-15,2025-12-31,118900.0,15400.0
501515,10998,107,2021-09-30,2025-12-31,149200.0,13900.0
501516,10999,103,2019-07-03,2025-12-31,60000.0,8700.0
501517,11000,102,2020-03-01,2025-12-31,87500.0,4800.0
501518,11001,103,2023-11-23,2025-02-26,59900.0,4900.0
501519,11001,103,2025-02-27,2025-12-31,84800.0,5500.0
501520,11002,108,2016-06-20,2025-12-31,48600.0,6200.0
501521,11003,101,2017-08-17,2025-12-31,41000.0,5600.0
501522,11004,107,2021-10-03,2025-12-31,148300.0,7400.0
501523,11005,112,2023-06-20,2024-12-25,62400.0,8200.0
501524,11005,112,2024-12-26,2025-12-31,65900.0,7400.0
501525,11006,107,2016-11-24,2025-12-31,143200.0,8500.0
501526,11007,113,2024-11-11,2025-12-31,105600.0,5700.0
501527,11008,113,2016-12-27,2022-05-24,93000.0,12600.0
501528,11008,113,2022-05-25,2025-12-31,115200.0,13300.0
501529,11009,107,2016-08-10,2025-12-31,130900.0,18000.0
501530,11010,113,2025-07-26,2026-07-25,102800.0,7600.0
501531,11010,113,2026-07-26,2025-12-31,94200.0,7400.0
501532,11011,113,2025-12-18,2026-12-17,106400.0,10700.0
501533,11011,113,2026-12-18,2025-12-31,98200.0,14700.0
501534,11012,106,2017-06-02,2022-07-26,89700.0,12900.0
501535,11012,106,2022-07-27,2025-12-31,88400.0,5200.0
501536,11013,107,2016-11-03,2025-12-31,144600.0,13700.0
501537,11014,109,2017-01-23,2022-06-04,103000.0,10800.0
501538,11014,109,2022-06-05,2025-12-31,96600.0,14000.0
501539,11015,114,2019-01-11,2025-12-31,40900.0,2300.0
501540,11016,111,2022-02-27,2025-12-31,88800.0,5000.0
501541,11017,104,2023-02-10,2025-12-31,125900.0,10700.0
501542,11018,110,2016-05-30,2025-12-31,45000.0,3900.0
501543,11019,109,2024-10-23,2025-10-22,84200.0,9200.0
501544,11019,109,2025-10-23,2025-12-31,113300.0,10800.0
501545,11020,110,2016-06-26,2025-12-31,47800.0,5900.0
501546,11021,113,2020-05-24,2023-10-03,86400.0,5700.0
501547,11021,113,2023-10-04,2025-12-31,96700.0,9000.0
501548,11022,109,2020-01-17,2023-08-13,103100.0,14500.0
501549,11022,109,2023-08-14,2025-12-31,98000.0,9700.0
501550,11023,113,2018-03-17,2025-12-31,110000.0,6200.0
501551,11024,113,2025-11-20,2025-12-31,93500.0,9400.0
501552,11025,110,2020-12-18,2023-12-26,46300.0,3400.0
501553,11025,110,2023-12-27,2025-12-31,49600.0,3900.0
501554,11026,103,2021-08-25,2025-12-31,71700.0,7600.0
501555,11027,113,2024-07-29,2025-07-28,87900.0,11800.0
501556,11027,113,2025-07-29,2025-12-31,100800.0,14200.0
501557,11028,114,2021-01-07,2025-12-31,38500.0,5400.0
501558,11029,104,2018-04-24,2025-12-31,115100.0,15600.0
501559,11030,108,2019-03-22,2023-04-15,56300.0,6600.0
501560,11030,108,2023-04-16,2025-12-31,62500.0,7300.0
501561,11031,107,2017-12-14,2022-10-12,125200.0,18000.0
501562,11031,107,2022-10-13,2025-12-31,135100.0,13100.0
501563,11032,112,2019-12-24,2023-08-04,49100.0,3300.0
501564,11032,112,2023-08-05,2025-12-31,57200.0,5500.0
501565,11033,113,2019-09-18,2025-12-31,97900.0,11300.0
501566,11034,103,2019-11-04,2023-07-15,75600.0,8800.0
501567,11034,103,2023-07-16,2025-12-31,67600.0,6600.0
501568,11035,114,2020-01-27,2025-12-31,45000.0,6300.0
501569,11036,105,2019-12-10,2023-07-29,95500.0,7500.0
501570,11036,105,2023-07-30,2025-12-31,82200.0,8200.0
501571,11037,112,2018-01-10,2022-10-22,57800.0,8100.0
501572,11037,112,2022-10-23,2025-12-31,67400.0,7500.0
501573,11038,108,2023-09-04,2025-12-31,59900.0,6500.0
501574,11039,107,2017-07-28,2025-12-31,147100.0,11600.0
501575,11040,103,2018-07-21,2023-01-07,67800.0,9200.0
501576,11040,103,2023-01-08,2025-12-31,82500.0,9100.0
501577,11041,103,2018-07-27,2023-01-10,61800.0,9000.0
501578,11041,103,2023-01-11,2025-12-31,74200.0,8500.0
501579,11042,111,2016-10-31,2025-12-31,102400.0,10900.0
501580,11043,108,2022-03-12,2024-06-22,56300.0,4800.0
501581,11043,108,2024-06-23,2025-12-31,60200.0,3100.0
501582,11044,103,2018-11-10,2025-12-31,78000.0,11300.0
501583,11045,103,2023-08-31,2025-01-23,69500.0,5100.0
501584,11045,103,2025-01-24,2025-12-31,71800.0,6900.0
501585,11046,102,2024-09-12,2025-12-31,78600.0,7000.0
501586,11047,112,2018-07-03,2025-12-31,51000.0,3000.0
501587,11048,113,2020-12-21,2025-12-31,101100.0,11500.0
501588,11049,101,2021-10-21,2024-04-26,41400.0,3000.0
501589,11049,101,2024-04-27,2025-12-31,43000.0,2900.0
501590,11050,109,2020-04-23,2025-12-31,82900.0,4500.0
501591,11051,104,2021-03-05,2024-01-25,109000.0,9100.0
501592,11051,104,2024-01-26,2025-12-31,112000.0,6800.0
501593,11052,115,2024-06-08,2025-12-31,91700.0,11700.0
501594,11053,114,2021-05-10,2024-02-21,40400.0,4700.0
501595,11053,114,2024-02-22,2025-12-31,44100.0,4500.0
501596,11054,111,2023-03-30,2025-12-31,93800.0,8600.0
501597,11055,114,2018-10-28,2023-02-16,45500.0,5600.0
501598,11055,114,2023-02-17,2025-12-31,49100.0,4300.0
501599,11056,113,2019-03-24,2025-12-31,109300.0,13000.0
501600,11057,112,2018-10-06,2023-02-07,59400.0,6600.0
501601,11057,112,2023-02-08,2025-12-31,66700.0,8100.0
501602,11058,109,2021-11-22,2025-12-31,99600.0,5900.0
501603,11059,106,2020-01-24,2023-08-16,70200.0,6700.0
501604,11059,106,2023-08-17,2025-12-31,92400.0,8500.0
501605,11060,107,2024-11-16,2025-11-15,127900.0,7300.0
501606,11060,107,2025-11-16,2025-12-31,156600.0,20100.0
501607,11061,106,2021-06-17,2025-12-31,69600.0,3700.0
501608,11062,110,2019-01-22,2025-12-31,45800.0,5400.0
501609,11063,104,2025-10-27,2025-12-31,109800.0,11500.0
501610,11064,106,2021-02-13,2024-01-17,88400.0,7100.0
501611,11064,106,2024-01-18,2025-12-31,80900.0,8300.0
501612,11065,108,2021-09-10,2024-04-10,55600.0,5600.0
501613,11065,108,2024-04-11,2025-12-31,52900.0,3000.0
501614,11066,107,2017-08-11,2022-08-23,119800.0,9700.0
501615,11066,107,2022-08-24,2025-12-31,158600.0,8800.0
501616,11067,108,2016-05-02,2022-02-17,50200.0,5300.0
501617,11067,108,2022-02-18,2025-12-31,62300.0,8900.0
501618,11068,115,2016-06-01,2022-03-01,74100.0,5300.0
501619,11068,115,2022-03-02,2025-12-31,85800.0,11000.0
501620,11069,112,2019-12-09,2025-12-31,50900.0,6800.0
501621,11070,110,2017-04-08,2025-12-31,56000.0,4300.0
501622,11071,109,2017-07-11,2022-08-10,85400.0,7700.0
501623,11071,109,2022-08-11,2025-12-31,103000.0,14100.0
501624,11072,108,2016-06-28,2022-03-12,54800.0,7100.0
501625,11072,108,2022-03-13,2025-12-31,54700.0,4200.0
501626,11073,107,2017-11-25,2025-12-31,140400.0,20500.0
501627,11074,115,2020-04-23,2025-12-31,89700.0,10700.0
501628,11075,106,2016-05-11,2022-02-21,86000.0,12300.0
501629,11075,106,2022-02-22,2025-12-31,84900.0,6900.0
501630,11076,104,2019-10-03,2025-12-31,124700.0,6900.0
501631,11077,113,2016-06-26,2025-12-31,105600.0,13600.0
501632,11078,104,2021-08-07,2025-12-31,123700.0,7800.0
501633,11079,107,2016-02-08,2022-01-15,125700.0,6400.0
501634,11079,107,2022-01-16,2025-12-31,140800.0,9300.0
501635,11080,102,2016-05-31,2025-12-31,88100.0,10600.0
501636,11081,104,2016-12-24,2022-05-23,100500.0,6400.0
501637,11081,104,2022-05-24,2025-12-31,112800.0,6900.0
501638,11082,104,2025-12-16,2026-12-15,113600.0,8600.0
501639,11082,104,2026-12-16,2025-12-31,117400.0,6500.0
501640,11083,101,2019-03-22,2025-12-31,40300.0,3400.0
501641,11084,110,2024-12-23,2025-12-22,54500.0,5400.0
501642,11084,110,2025-12-23,2025-12-31,54200.0,6500.0
501643,11085,112,2020-11-13,2025-12-31,49000.0,4000.0
501644,11086,105,2018-10-19,2025-12-31,84400.0,7800.0
501645,11087,115,2017-03-29,2022-06-30,90100.0,5700.0
501646,11087,115,2022-07-01,2025-12-31,81500.0,7700.0
501647,11088,106,2021-07-17,2024-03-19,89600.0,5600.0
501648,11088,106,2024-03-20,2025-12-31,87100.0,6100.0
501649,11089,107,2024-09-16,2025-12-31,128700.0,14800.0
501650,11090,104,2017-07-31,2022-08-18,113200.0,11000.0
501651,11090,104,2022-08-19,2025-12-31,118400.0,12300.0
501652,11091,110,2019-07-24,2023-06-03,55000.0,5500.0
501653,11091,110,2023-06-04,2025-12-31,61900.0,4500.0
501654,11092,105,2018-02-07,2022-11-03,82100.0,5600.0
501655,11092,105,2022-11-04,2025-12-31,90600.0,6400.0
501656,11093,110,2021-11-01,2025-12-31,51800.0,5200.0
501657,11094,113,2022-12-27,2025-12-31,88000.0,11900.0
501658,11095,109,2016-03-31,2022-02-04,86200.0,11400.0
501659,11095,109,2022-02-05,2025-12-31,103900.0,11500.0
501660,11096,111,2017-02-08,2025-12-31,102900.0,14300.0
501661,11097,115,2024-08-07,2025-08-06,88100.0,6500.0
501662,11097,115,2025-08-07,2025-12-31,98900.0,8300.0
501663,11098,107,2020-08-03,2023-11-01,146200.0,19100.0
501664,11098,107,2023-11-02,2025-12-31,163200.0,14100.0
501665,11099,106,2017-10-16,2022-09-18,88100.0,8700.0
501666,11099,106,2022-09-19,2025-12-31,96400.0,11900.0
501667,11100,112,2022-12-18,2025-12-31,57400.0,7500.0
501668,11101,110,2024-09-07,2025-09-06,57200.0,3900.0
501669,11101,110,2025-09-07,2025-12-31,48900.0,5000.0
501670,11102,103,2021-07-24,2025-12-31,72800.0,6100.0
501671,11103,107,2020-04-27,2025-12-31,144500.0,16000.0
501672,11104,108,2022-07-22,2024-08-14,54600.0,7400.0
501673,11104,108,2024-08-15,2025-12-31,64500.0,3400.0
501674,11105,107,2025-01-13,2026-01-12,115200.0,11400.0
501675,11105,107,2026-01-13,2025-12-31,143300.0,15000.0
